time,BNP.CADSGD - CAD/SGD_x,closeAsk,closeBid,volume
2015-06-02T11:00:00.000000Z,1.08203125,1.08203125,1.08203125,1072.0
2015-06-02T11:15:00.000000Z,1.08203125,1.0830078125,1.08203125,1046.0
2015-06-02T11:30:00.000000Z,1.083984375,1.083984375,1.0830078125,846.0
2015-06-02T11:45:00.000000Z,1.083984375,1.083984375,1.0830078125,724.0
2015-06-02T12:00:00.000000Z,1.083984375,1.0849609375,1.083984375,778.0
2015-06-02T12:15:00.000000Z,1.083984375,1.083984375,1.083984375,1479.0
2015-06-02T12:30:00.000000Z,1.083984375,1.083984375,1.083984375,968.0
2015-06-02T12:45:00.000000Z,1.083984375,1.083984375,1.0830078125,900.0
2015-06-02T13:00:00.000000Z,1.0859375,1.0859375,1.0849609375,2414.0
2015-06-02T13:15:00.000000Z,1.083984375,1.0849609375,1.083984375,3816.0
2015-06-02T13:30:00.000000Z,1.0830078125,1.0830078125,1.0830078125,2212.0
2015-06-02T13:45:00.000000Z,1.083984375,1.0849609375,1.0830078125,1915.0
2015-06-02T14:00:00.000000Z,1.083984375,1.083984375,1.0830078125,2848.0
2015-06-02T14:15:00.000000Z,1.0830078125,1.0830078125,1.0830078125,1451.0
2015-06-02T14:30:00.000000Z,1.083984375,1.083984375,1.0830078125,1290.0
2015-06-02T14:45:00.000000Z,1.083984375,1.083984375,1.083984375,1144.0
2015-06-02T15:00:00.000000Z,1.083984375,1.0849609375,1.083984375,1408.0
2015-06-02T15:15:00.000000Z,1.083984375,1.083984375,1.0830078125,1159.0
2015-06-02T15:30:00.000000Z,1.083984375,1.0849609375,1.083984375,651.0
2015-06-02T15:45:00.000000Z,1.0859375,1.0859375,1.0859375,658.0
2015-06-02T16:00:00.000000Z,1.0859375,1.0869140625,1.0859375,934.0
2015-06-02T16:15:00.000000Z,1.087890625,1.087890625,1.0869140625,942.0
2015-06-02T16:30:00.000000Z,1.087890625,1.087890625,1.0869140625,1728.0
2015-06-02T16:45:00.000000Z,1.087890625,1.087890625,1.0869140625,1138.0
2015-06-02T17:00:00.000000Z,1.087890625,1.087890625,1.0869140625,862.0
2015-06-02T17:15:00.000000Z,1.0869140625,1.0869140625,1.0869140625,920.0
2015-06-02T17:30:00.000000Z,1.087890625,1.087890625,1.0869140625,447.0
2015-06-02T17:45:00.000000Z,1.087890625,1.087890625,1.0869140625,395.0
2015-06-02T18:00:00.000000Z,1.0859375,1.0869140625,1.0859375,234.0
2015-06-02T18:15:00.000000Z,1.0859375,1.0859375,1.0859375,918.0
2015-06-02T18:30:00.000000Z,1.0859375,1.0859375,1.0849609375,394.0
2015-06-02T18:45:00.000000Z,1.0859375,1.0869140625,1.0859375,1131.0
2015-06-02T19:00:00.000000Z,1.0859375,1.0869140625,1.0859375,634.0
2015-06-02T19:15:00.000000Z,1.0859375,1.0859375,1.0859375,377.0
2015-06-02T19:30:00.000000Z,1.0869140625,1.0869140625,1.0869140625,561.0
2015-06-02T19:45:00.000000Z,1.0869140625,1.0869140625,1.0869140625,917.0
2015-06-02T20:00:00.000000Z,1.0859375,1.0869140625,1.0859375,271.0
2015-06-02T20:15:00.000000Z,1.0859375,1.0869140625,1.0859375,220.0
2015-06-02T20:30:00.000000Z,1.087890625,1.087890625,1.0869140625,184.0
2015-06-02T20:45:00.000000Z,1.087890625,1.087890625,1.0869140625,194.0
2015-06-02T21:00:00.000000Z,1.0859375,1.087890625,1.0849609375,149.0
2015-06-02T21:15:00.000000Z,1.0869140625,1.087890625,1.0859375,107.0
2015-06-02T21:30:00.000000Z,1.0869140625,1.087890625,1.0859375,87.0
2015-06-02T21:45:00.000000Z,1.0859375,1.0869140625,1.0859375,381.0
2015-06-02T22:00:00.000000Z,1.0859375,1.0869140625,1.0859375,1208.0
2015-06-02T22:15:00.000000Z,1.0859375,1.0869140625,1.0859375,491.0
2015-06-02T22:30:00.000000Z,1.0859375,1.0869140625,1.0859375,300.0
2015-06-02T22:45:00.000000Z,1.0859375,1.0869140625,1.0859375,265.0
2015-06-02T23:00:00.000000Z,1.0859375,1.0869140625,1.0859375,540.0
