time,BNP.USDTWD - USD/TWD_x,closeAsk,closeBid
2012-06-10T17:00:00.000000Z,29.915,30.015,29.815
2012-06-10T21:00:00.000000Z,29.885,29.985,29.785
2012-06-11T01:00:00.000000Z,29.885,29.925,29.845
2012-06-11T05:00:00.000000Z,29.885,29.925,29.845
2012-06-11T09:00:00.000000Z,29.91,29.95,29.87
2012-06-11T13:00:00.000000Z,29.93,29.97,29.89
2012-06-11T17:00:00.000000Z,29.94,30.015,29.865
2012-06-11T21:00:00.000000Z,29.94,30.015,29.865
2012-06-12T01:00:00.000000Z,29.950000000000003,29.995,29.905
2012-06-12T05:00:00.000000Z,29.975,30.02,29.93
2012-06-12T13:00:00.000000Z,29.97,30.015,29.925
2012-06-12T17:00:00.000000Z,29.97,30.045,29.895
2012-06-12T21:00:00.000000Z,29.97,30.045,29.895
2012-06-13T01:00:00.000000Z,29.955,29.995,29.915
2012-06-13T05:00:00.000000Z,29.9725,30.0125,29.9325
2012-06-13T09:00:00.000000Z,29.955,29.995,29.915
2012-06-13T13:00:00.000000Z,29.93,29.97,29.89
2012-06-13T17:00:00.000000Z,29.93,30.005,29.855
2012-06-13T21:00:00.000000Z,29.950000000000003,29.995,29.905
2012-06-14T01:00:00.000000Z,29.950000000000003,29.995,29.905
2012-06-14T05:00:00.000000Z,29.97,30.015,29.925
2012-06-14T09:00:00.000000Z,29.994999999999997,30.04,29.95
2012-06-14T13:00:00.000000Z,29.965000000000003,30.01,29.92
2012-06-14T17:00:00.000000Z,29.93279,30.00779,29.85779
2012-06-14T21:00:00.000000Z,29.93713,30.00213,29.87213
2012-06-15T01:00:00.000000Z,29.891350000000003,29.93635,29.84635
2012-06-15T05:00:00.000000Z,29.906260000000003,29.95126,29.86126
2012-06-15T09:00:00.000000Z,29.92619,29.97119,29.88119
2012-06-15T13:00:00.000000Z,29.92806,29.97306,29.88306
2012-06-15T17:00:00.000000Z,29.90789,30.00789,29.80789
2012-06-15T21:00:00.000000Z,29.90789,30.00789,29.80789
2012-06-17T09:00:00.000000Z,29.90789,30.00789,29.80789
2012-06-17T17:00:00.000000Z,29.90789,30.00789,29.80789
2012-06-17T21:00:00.000000Z,29.82036,29.92036,29.72036
2012-06-18T01:00:00.000000Z,29.827730000000003,29.85023,29.80523
2012-06-18T05:00:00.000000Z,29.86271,29.89021,29.83521
2012-06-18T09:00:00.000000Z,29.88264,29.92264,29.84264
2012-06-18T13:00:00.000000Z,29.90255,29.94255,29.86255
2012-06-18T17:00:00.000000Z,29.90745,29.98245,29.83245
2012-06-18T21:00:00.000000Z,29.85816,29.93316,29.78316
2012-06-19T01:00:00.000000Z,29.848,29.873,29.823
2012-06-19T05:00:00.000000Z,29.87294,29.90094,29.84494
2012-06-19T09:00:00.000000Z,29.85776,29.89276,29.82276
2012-06-19T13:00:00.000000Z,29.82755,29.86255,29.79255
2012-06-19T17:00:00.000000Z,29.82744,29.90244,29.75244
2012-06-19T21:00:00.000000Z,29.83579,29.91079,29.76079
2012-06-20T01:00:00.000000Z,29.88577,29.90677,29.86477
2012-06-20T05:00:00.000000Z,29.8606,29.8816,29.8396
2012-06-20T09:00:00.000000Z,29.87548,29.89648,29.85448
2012-06-20T13:00:00.000000Z,29.88086,29.91586,29.84586
2012-06-20T17:00:00.000000Z,29.88076,29.95576,29.80576
2012-06-20T21:00:00.000000Z,29.86204,29.93704,29.78704
2012-06-21T01:00:00.000000Z,29.85589,29.87589,29.83589
2012-06-21T05:00:00.000000Z,29.90788,29.92788,29.88788
2012-06-21T09:00:00.000000Z,29.91677,29.94677,29.88677
2012-06-21T13:00:00.000000Z,29.96826,30.00326,29.93326
2012-06-21T17:00:00.000000Z,29.9802,30.0552,29.9052
2012-06-21T21:00:00.000000Z,29.97851,29.99851,29.95851
2012-06-22T01:00:00.000000Z,29.96635,29.98635,29.94635
2012-06-22T05:00:00.000000Z,29.98125,30.00125,29.96125
2012-06-22T09:00:00.000000Z,29.97511,30.01011,29.94011
2012-06-22T13:00:00.000000Z,29.974449999999997,30.01445,29.93445
2012-06-22T17:00:00.000000Z,29.96434,30.06434,29.86434
2012-06-22T21:00:00.000000Z,29.96434,30.06434,29.86434
2012-06-24T17:00:00.000000Z,29.96434,30.06434,29.86434
2012-06-24T21:00:00.000000Z,29.96434,30.00934,29.91934
2012-06-25T05:00:00.000000Z,29.96434,30.00184,29.92684
2012-06-25T13:00:00.000000Z,29.96434,30.00184,29.92684
2012-06-25T17:00:00.000000Z,29.96434,30.03934,29.88934
2012-06-25T21:00:00.000000Z,29.98676,30.01176,29.96176
2012-06-26T01:00:00.000000Z,29.966569999999997,29.99157,29.94157
2012-06-26T05:00:00.000000Z,29.95642,29.98142,29.93142
2012-06-26T09:00:00.000000Z,29.97031,29.99531,29.94531
2012-06-26T13:00:00.000000Z,29.97117,30.00617,29.93617
2012-06-26T17:00:00.000000Z,29.96105,30.03605,29.88605
2012-06-26T21:00:00.000000Z,29.95686,29.98786,29.92586
2012-06-27T01:00:00.000000Z,29.90161,29.92411,29.87911
2012-06-27T05:00:00.000000Z,29.93554,29.95804,29.91304
2012-06-27T09:00:00.000000Z,29.94544,29.96794,29.92294
2012-06-27T13:00:00.000000Z,29.913220000000003,29.94322,29.88322
2012-06-27T17:00:00.000000Z,29.89309,29.96809,29.81809
2012-06-27T21:00:00.000000Z,29.88738,29.92238,29.85238
2012-06-28T01:00:00.000000Z,29.88425,29.90425,29.86425
2012-06-28T05:00:00.000000Z,29.94426,29.96426,29.92426
2012-06-28T09:00:00.000000Z,29.94913,29.96913,29.92913
2012-06-28T13:00:00.000000Z,29.952489999999997,29.97749,29.92749
2012-06-28T17:00:00.000000Z,29.96243,30.03743,29.88743
2012-06-28T21:00:00.000000Z,29.95973,30.03473,29.88473
2012-06-29T01:00:00.000000Z,29.88243,29.90743,29.85743
2012-06-29T05:00:00.000000Z,29.86425,29.88925,29.83925
2012-06-29T09:00:00.000000Z,29.79194,29.81694,29.76694
2012-06-29T13:00:00.000000Z,29.80635,29.83135,29.78135
2012-06-29T17:00:00.000000Z,29.80123,29.90123,29.70123
2012-06-29T21:00:00.000000Z,29.80123,29.90123,29.70123
2012-07-01T17:00:00.000000Z,29.80123,29.90123,29.70123
2012-07-01T21:00:00.000000Z,29.80123,29.90123,29.70123
2012-07-02T01:00:00.000000Z,29.86644,29.88894,29.84394
2012-07-02T05:00:00.000000Z,29.88135,29.90385,29.85885
2012-07-02T09:00:00.000000Z,29.87621,29.89871,29.85371
2012-07-02T13:00:00.000000Z,29.91114,29.93364,29.88864
2012-07-02T17:00:00.000000Z,29.89599,29.97099,29.82099
2012-07-02T21:00:00.000000Z,29.90084,29.93584,29.86584
2012-07-03T01:00:00.000000Z,29.87064,29.89314,29.84814
2012-07-03T05:00:00.000000Z,29.85546,29.87796,29.83296
2012-07-03T09:00:00.000000Z,29.86535,29.88785,29.84285
2012-07-03T13:00:00.000000Z,29.822139999999997,29.84464,29.79964
2012-07-03T17:00:00.000000Z,29.81651,29.89151,29.74151
2012-07-03T21:00:00.000000Z,29.82986,29.85486,29.80486
2012-07-04T01:00:00.000000Z,29.81971,29.84221,29.79721
2012-07-04T05:00:00.000000Z,29.835610000000003,29.85811,29.81311
2012-07-04T09:00:00.000000Z,29.81643,29.85143,29.78143
2012-07-04T13:00:00.000000Z,29.81128,29.84628,29.77628
2012-07-04T17:00:00.000000Z,29.8147,29.8897,29.7397
2012-07-04T21:00:00.000000Z,29.84908,29.87908,29.81908
2012-07-05T01:00:00.000000Z,29.86065,29.88065,29.84065
2012-07-05T05:00:00.000000Z,29.87522,29.89522,29.85522
2012-07-05T09:00:00.000000Z,29.87024,29.89024,29.85024
2012-07-05T13:00:00.000000Z,29.88261,29.91261,29.85261
2012-07-05T17:00:00.000000Z,29.88753,29.96253,29.81253
2012-07-05T21:00:00.000000Z,29.90288,29.92788,29.87788
2012-07-06T01:00:00.000000Z,29.93782,29.96282,29.91282
2012-07-06T05:00:00.000000Z,29.92266,29.94766,29.89766
2012-07-06T09:00:00.000000Z,29.9626,29.9976,29.9276
2012-07-06T13:00:00.000000Z,29.97801,30.01801,29.93801
2012-07-06T17:00:00.000000Z,29.9779,30.0279,29.9279
2012-07-06T21:00:00.000000Z,29.9779,30.0279,29.9279
2012-07-08T17:00:00.000000Z,29.9779,30.0279,29.9279
2012-07-08T21:00:00.000000Z,29.96155,30.01155,29.91155
2012-07-09T01:00:00.000000Z,29.974449999999997,29.99695,29.95195
2012-07-09T05:00:00.000000Z,29.99935,30.02185,29.97685
2012-07-09T09:00:00.000000Z,30.02226,30.04476,29.99976
2012-07-09T13:00:00.000000Z,29.97454,29.99704,29.95204
2012-07-09T17:00:00.000000Z,29.96943,30.04443,29.89443
2012-07-09T21:00:00.000000Z,30.00032,30.02282,29.97782
2012-07-10T01:00:00.000000Z,30.0047,30.0272,29.9822
2012-07-10T05:00:00.000000Z,29.94944,29.97194,29.92694
2012-07-10T09:00:00.000000Z,29.95332,29.97582,29.93082
2012-07-10T13:00:00.000000Z,29.96171,29.98421,29.93921
2012-07-10T17:00:00.000000Z,29.99164,30.06664,29.91664
2012-07-10T21:00:00.000000Z,29.98045,30.00295,29.95795
2012-07-11T01:00:00.000000Z,29.96027,29.98277,29.93777
2012-07-11T05:00:00.000000Z,29.94712,29.96962,29.92462
2012-07-11T09:00:00.000000Z,29.962,29.9845,29.9395
2012-07-11T13:00:00.000000Z,29.95185,29.97435,29.92935
2012-07-11T17:00:00.000000Z,29.95177,30.02677,29.87677
2012-07-11T21:00:00.000000Z,29.96961,29.99211,29.94711
2012-07-12T01:00:00.000000Z,29.99452,30.01702,29.97202
2012-07-12T05:00:00.000000Z,30.05551,30.07801,30.03301
2012-07-12T09:00:00.000000Z,30.0744,30.0969,30.0519
