time,closeAsk,closeBid,BNP.USDTWD - USD/TWD_x
2014-08-15T10:00:00.000000Z,29.9629,29.9429,29.9529
2014-08-15T11:00:00.000000Z,29.96512,29.94512,29.95512
2014-08-15T12:00:00.000000Z,29.95276,29.93276,29.94276
2014-08-15T13:00:00.000000Z,29.94984,29.92984,29.939839999999997
2014-08-15T14:00:00.000000Z,29.9713,29.9513,29.9613
2014-08-15T15:00:00.000000Z,29.96793,29.94793,29.95793
2014-08-15T16:00:00.000000Z,29.97672,29.95672,29.96672
2014-08-15T17:00:00.000000Z,29.9767,29.9567,29.966700000000003
2014-08-15T18:00:00.000000Z,29.97621,29.95621,29.966209999999997
2014-08-15T19:00:00.000000Z,29.97346,29.95346,29.96346
2014-08-15T20:00:00.000000Z,29.97346,29.95346,29.96346
2014-08-17T21:00:00.000000Z,29.97346,29.95346,29.96346
2014-08-18T00:00:00.000000Z,29.96331,29.94331,29.95331
2014-08-18T01:00:00.000000Z,29.96447,29.94447,29.95447
2014-08-18T02:00:00.000000Z,29.96608,29.94608,29.95608
2014-08-18T03:00:00.000000Z,29.96313,29.94313,29.95313
2014-08-18T04:00:00.000000Z,29.96279,29.94279,29.95279
2014-08-18T05:00:00.000000Z,29.96246,29.94246,29.95246
2014-08-18T06:00:00.000000Z,29.9809,29.9609,29.9709
2014-08-18T07:00:00.000000Z,29.98142,29.96142,29.97142
2014-08-18T08:00:00.000000Z,29.98429,29.96429,29.97429
2014-08-18T09:00:00.000000Z,29.98267,29.96267,29.97267
2014-08-18T10:00:00.000000Z,29.97194,29.95194,29.96194
2014-08-18T11:00:00.000000Z,29.97479,29.95479,29.96479
2014-08-18T12:00:00.000000Z,29.97829,29.95829,29.968290000000003
2014-08-18T13:00:00.000000Z,29.97751,29.95751,29.967509999999997
2014-08-18T14:00:00.000000Z,29.98701,29.96701,29.97701
2014-08-18T15:00:00.000000Z,29.99409,29.97409,29.98409
2014-08-18T16:00:00.000000Z,29.99033,29.97033,29.98033
2014-08-18T17:00:00.000000Z,29.9897,29.9697,29.9797
2014-08-18T18:00:00.000000Z,29.98922,29.96922,29.97922
2014-08-18T19:00:00.000000Z,29.98983,29.96983,29.97983
2014-08-18T20:00:00.000000Z,30.05483,29.90483,29.97983
2014-08-18T21:00:00.000000Z,30.05912,29.90912,29.98412
2014-08-18T23:00:00.000000Z,30.05912,29.90912,29.98412
2014-08-19T00:00:00.000000Z,30.05797,29.90797,29.98297
2014-08-19T01:00:00.000000Z,29.98847,29.96847,29.97847
2014-08-19T02:00:00.000000Z,29.99187,29.97187,29.98187
2014-08-19T03:00:00.000000Z,29.98709,29.96709,29.977089999999997
2014-08-19T04:00:00.000000Z,29.9872,29.9672,29.9772
2014-08-19T05:00:00.000000Z,29.98715,29.96715,29.97715
2014-08-19T06:00:00.000000Z,29.99004,29.97004,29.98004
2014-08-19T07:00:00.000000Z,29.99763,29.97763,29.987630000000003
2014-08-19T08:00:00.000000Z,29.99962,29.97962,29.98962
2014-08-19T09:00:00.000000Z,29.99269,29.97269,29.98269
2014-08-19T10:00:00.000000Z,29.99081,29.97081,29.98081
2014-08-19T11:00:00.000000Z,29.99233,29.97233,29.982329999999997
2014-08-19T12:00:00.000000Z,29.99807,29.97807,29.98807
2014-08-19T13:00:00.000000Z,29.99843,29.97843,29.98843
2014-08-19T14:00:00.000000Z,29.99907,29.97907,29.98907
2014-08-19T15:00:00.000000Z,30.00268,29.98268,29.99268
2014-08-19T16:00:00.000000Z,30.00335,29.98335,29.99335
2014-08-19T17:00:00.000000Z,30.00555,29.98555,29.99555
2014-08-19T18:00:00.000000Z,30.0055,29.9855,29.9955
2014-08-19T19:00:00.000000Z,30.00193,29.98193,29.99193
2014-08-19T20:00:00.000000Z,30.06693,29.91693,29.99193
2014-08-19T21:00:00.000000Z,30.0642,29.9142,29.9892
2014-08-20T00:00:00.000000Z,30.06938,29.91938,29.99438
2014-08-20T01:00:00.000000Z,30.01239,29.99239,30.00239
2014-08-20T02:00:00.000000Z,30.01114,29.99114,30.00114
2014-08-20T03:00:00.000000Z,30.01322,29.99322,30.00322
2014-08-20T04:00:00.000000Z,30.01096,29.99096,30.00096
2014-08-20T05:00:00.000000Z,30.01319,29.99319,30.00319
2014-08-20T06:00:00.000000Z,30.00631,29.98631,29.99631
2014-08-20T07:00:00.000000Z,30.00882,29.98882,29.99882
2014-08-20T08:00:00.000000Z,30.00895,29.98895,29.99895
2014-08-20T09:00:00.000000Z,30.01543,29.99543,30.005429999999997
2014-08-20T10:00:00.000000Z,30.015,29.995,30.005000000000003
2014-08-20T11:00:00.000000Z,30.01002,29.99002,30.00002
2014-08-20T12:00:00.000000Z,30.01126,29.99126,30.00126
2014-08-20T13:00:00.000000Z,30.00892,29.98892,29.99892
2014-08-20T14:00:00.000000Z,30.00369,29.98369,29.99369
2014-08-20T15:00:00.000000Z,30.00198,29.98198,29.99198
2014-08-20T16:00:00.000000Z,29.99833,29.97833,29.98833
2014-08-20T17:00:00.000000Z,30.00045,29.98045,29.990450000000003
2014-08-20T18:00:00.000000Z,30.00908,29.98908,29.99908
2014-08-20T19:00:00.000000Z,30.0093,29.9893,29.9993
2014-08-20T20:00:00.000000Z,30.0743,29.9243,29.9993
2014-08-20T21:00:00.000000Z,30.06477,29.91477,29.98977
2014-08-20T23:00:00.000000Z,30.06477,29.91477,29.98977
2014-08-21T00:00:00.000000Z,30.08012,29.93012,30.00512
2014-08-21T01:00:00.000000Z,30.01867,29.99867,30.00867
2014-08-21T02:00:00.000000Z,30.01762,29.99762,30.007620000000003
2014-08-21T03:00:00.000000Z,30.02083,30.00083,30.01083
2014-08-21T04:00:00.000000Z,30.02092,30.00092,30.01092
2014-08-21T05:00:00.000000Z,30.02489,30.00489,30.01489
2014-08-21T06:00:00.000000Z,30.01719,29.99719,30.00719
2014-08-21T07:00:00.000000Z,30.02021,30.00021,30.01021
2014-08-21T08:00:00.000000Z,30.01927,29.99927,30.00927
2014-08-21T09:00:00.000000Z,30.01852,29.99852,30.008519999999997
2014-08-21T10:00:00.000000Z,30.01994,29.99994,30.00994
2014-08-21T11:00:00.000000Z,30.02286,30.00286,30.01286
2014-08-21T12:00:00.000000Z,30.02045,30.00045,30.01045
2014-08-21T13:00:00.000000Z,30.0142,29.9942,30.004199999999997
2014-08-21T14:00:00.000000Z,30.01416,29.99416,30.00416
2014-08-21T15:00:00.000000Z,30.00408,29.98408,29.994079999999997
2014-08-21T16:00:00.000000Z,30.00835,29.98835,29.99835
2014-08-21T17:00:00.000000Z,30.00935,29.98935,29.99935
2014-08-21T18:00:00.000000Z,30.01244,29.99244,30.00244
2014-08-21T19:00:00.000000Z,30.0105,29.9905,30.0005
2014-08-21T20:00:00.000000Z,30.0755,29.9255,30.0005
2014-08-21T21:00:00.000000Z,30.07285,29.92285,29.99785
2014-08-22T00:00:00.000000Z,30.07922,29.92922,30.00422
2014-08-22T01:00:00.000000Z,30.00207,29.98207,29.99207
2014-08-22T02:00:00.000000Z,29.99828,29.97828,29.988280000000003
2014-08-22T03:00:00.000000Z,29.9897,29.9697,29.9797
2014-08-22T04:00:00.000000Z,29.99568,29.97568,29.98568
2014-08-22T05:00:00.000000Z,29.99179,29.97179,29.98179
2014-08-22T06:00:00.000000Z,29.99224,29.97224,29.982239999999997
2014-08-22T07:00:00.000000Z,29.98757,29.96757,29.97757
2014-08-22T08:00:00.000000Z,29.98723,29.96723,29.97723
2014-08-22T09:00:00.000000Z,29.99047,29.97047,29.980469999999997
2014-08-22T10:00:00.000000Z,29.99682,29.97682,29.98682
2014-08-22T11:00:00.000000Z,29.99433,29.97433,29.98433
2014-08-22T12:00:00.000000Z,29.99388,29.97388,29.98388
2014-08-22T13:00:00.000000Z,29.99461,29.97461,29.98461
2014-08-22T14:00:00.000000Z,29.99639,29.97639,29.98639
2014-08-22T15:00:00.000000Z,29.9882,29.9682,29.9782
2014-08-22T16:00:00.000000Z,29.992,29.972,29.982
2014-08-22T17:00:00.000000Z,29.99235,29.97235,29.982349999999997
2014-08-22T18:00:00.000000Z,29.99223,29.97223,29.98223
2014-08-22T19:00:00.000000Z,29.99241,29.97241,29.98241
2014-08-22T20:00:00.000000Z,29.99241,29.97241,29.98241
2014-08-24T21:00:00.000000Z,30.05741,29.90741,29.98241
2014-08-24T23:00:00.000000Z,30.05741,29.90741,29.98241
2014-08-25T00:00:00.000000Z,30.06999,29.91999,29.99499
2014-08-25T01:00:00.000000Z,29.99725,29.97725,29.987250000000003
2014-08-25T02:00:00.000000Z,29.99489,29.97489,29.98489
2014-08-25T03:00:00.000000Z,29.99562,29.97562,29.985619999999997
2014-08-25T04:00:00.000000Z,29.9943,29.9743,29.9843
2014-08-25T05:00:00.000000Z,29.99409,29.97409,29.98409
2014-08-25T06:00:00.000000Z,29.99716,29.97716,29.987160000000003
2014-08-25T07:00:00.000000Z,30.00057,29.98057,29.99057
2014-08-25T08:00:00.000000Z,29.99891,29.97891,29.988909999999997
2014-08-25T09:00:00.000000Z,29.99459,29.97459,29.984589999999997
2014-08-25T10:00:00.000000Z,29.99503,29.97503,29.98503
2014-08-25T11:00:00.000000Z,30.00094,29.98094,29.99094
2014-08-25T12:00:00.000000Z,29.99814,29.97814,29.98814
2014-08-25T13:00:00.000000Z,30.00135,29.98135,29.991349999999997
2014-08-25T14:00:00.000000Z,29.99245,29.97245,29.98245
2014-08-25T15:00:00.000000Z,29.99078,29.97078,29.980780000000003
2014-08-25T16:00:00.000000Z,29.99206,29.97206,29.982059999999997
2014-08-25T17:00:00.000000Z,29.98781,29.96781,29.97781
2014-08-25T18:00:00.000000Z,29.98972,29.96972,29.97972
2014-08-25T19:00:00.000000Z,29.99643,29.97643,29.98643
2014-08-25T20:00:00.000000Z,30.06143,29.91143,29.98643
2014-08-25T21:00:00.000000Z,30.08365,29.93365,30.00865
2014-08-26T00:00:00.000000Z,30.06179,29.91179,29.98679
2014-08-26T01:00:00.000000Z,29.9786,29.9586,29.9686
2014-08-26T02:00:00.000000Z,29.97864,29.95864,29.96864
2014-08-26T03:00:00.000000Z,29.98139,29.96139,29.97139
2014-08-26T04:00:00.000000Z,29.97866,29.95866,29.96866
2014-08-26T05:00:00.000000Z,29.96982,29.94982,29.95982
2014-08-26T06:00:00.000000Z,29.97702,29.95702,29.96702
2014-08-26T07:00:00.000000Z,29.97523,29.95523,29.96523
2014-08-26T08:00:00.000000Z,29.97301,29.95301,29.963009999999997
2014-08-26T09:00:00.000000Z,29.96851,29.94851,29.958509999999997
2014-08-26T10:00:00.000000Z,29.96498,29.94498,29.95498
2014-08-26T11:00:00.000000Z,29.95916,29.93916,29.94916
2014-08-26T12:00:00.000000Z,29.96094,29.94094,29.950940000000003
2014-08-26T13:00:00.000000Z,29.96225,29.94225,29.95225
2014-08-26T14:00:00.000000Z,29.96968,29.94968,29.95968
2014-08-26T15:00:00.000000Z,29.96362,29.94362,29.95362
2014-08-26T16:00:00.000000Z,29.96359,29.94359,29.95359
2014-08-26T17:00:00.000000Z,29.96928,29.94928,29.95928
2014-08-26T18:00:00.000000Z,29.96928,29.94928,29.95928
2014-08-26T19:00:00.000000Z,29.96928,29.94928,29.95928
2014-08-26T20:00:00.000000Z,30.03428,29.88428,29.95928
2014-08-26T21:00:00.000000Z,30.07822,29.92822,30.00322
2014-08-26T23:00:00.000000Z,30.07822,29.92822,30.00322
2014-08-27T00:00:00.000000Z,30.04747,29.89747,29.97247
2014-08-27T01:00:00.000000Z,29.96039,29.94039,29.95039
2014-08-27T02:00:00.000000Z,29.95803,29.93803,29.948030000000003
2014-08-27T03:00:00.000000Z,29.94019,29.92019,29.930190000000003
2014-08-27T04:00:00.000000Z,29.93621,29.91621,29.92621
2014-08-27T05:00:00.000000Z,29.93286,29.91286,29.92286
2014-08-27T06:00:00.000000Z,29.91541,29.89541,29.90541
2014-08-27T07:00:00.000000Z,29.91583,29.89583,29.90583
2014-08-27T08:00:00.000000Z,29.92326,29.90326,29.91326
2014-08-27T09:00:00.000000Z,29.92281,29.90281,29.91281
2014-08-27T10:00:00.000000Z,29.90098,29.88098,29.89098
2014-08-27T11:00:00.000000Z,29.89748,29.87748,29.88748
2014-08-27T12:00:00.000000Z,29.86564,29.84564,29.85564
2014-08-27T13:00:00.000000Z,29.88383,29.86383,29.87383
2014-08-27T14:00:00.000000Z,29.87761,29.85761,29.86761
2014-08-27T15:00:00.000000Z,29.8686,29.8486,29.858600000000003
2014-08-27T16:00:00.000000Z,29.86885,29.84885,29.858849999999997
2014-08-27T17:00:00.000000Z,29.86882,29.84882,29.85882
2014-08-27T18:00:00.000000Z,29.87373,29.85373,29.863729999999997
2014-08-27T19:00:00.000000Z,29.86824,29.84824,29.85824
2014-08-27T20:00:00.000000Z,29.93324,29.78324,29.85824
2014-08-27T23:00:00.000000Z,29.93324,29.78324,29.85824
2014-08-28T00:00:00.000000Z,29.9416,29.7916,29.8666
2014-08-28T01:00:00.000000Z,29.89097,29.87097,29.88097
2014-08-28T02:00:00.000000Z,29.89397,29.87397,29.88397
2014-08-28T03:00:00.000000Z,29.88251,29.86251,29.87251
2014-08-28T04:00:00.000000Z,29.87592,29.85592,29.865920000000003
2014-08-28T05:00:00.000000Z,29.88163,29.86163,29.871630000000003
2014-08-28T06:00:00.000000Z,29.90899,29.88899,29.89899
2014-08-28T07:00:00.000000Z,29.89965,29.87965,29.889650000000003
2014-08-28T08:00:00.000000Z,29.87423,29.85423,29.86423
