time,BNP.USDMXN - USD/MXN_x,closeAsk,closeBid,volume
2002-05-06T21:00:00.000000Z,9.4923,9.5073,9.4773,
2002-05-07T21:00:00.000000Z,9.4198,9.4348,9.4048,
2002-05-08T21:00:00.000000Z,9.48,9.495,9.465,
2002-05-09T21:00:00.000000Z,9.4985,9.5185,9.4785,
2002-05-10T21:00:00.000000Z,9.4985,9.5185,9.4785,
2002-05-12T21:00:00.000000Z,9.5508,9.5658,9.5358,
2002-05-13T21:00:00.000000Z,9.48715,9.4959,9.4784,
2002-05-14T21:00:00.000000Z,9.471,9.486,9.456,
2002-05-15T21:00:00.000000Z,9.46355,9.4723,9.4548,
2002-05-16T21:00:00.000000Z,9.469,9.488999999999999,9.449,
2002-05-18T21:00:00.000000Z,9.4698,9.4898,9.4498,
2002-05-19T21:00:00.000000Z,9.5085,9.5235,9.4935,
2002-05-20T21:00:00.000000Z,9.509,9.524,9.494,
2002-05-21T21:00:00.000000Z,9.5448,9.5598,9.5298,
2002-05-22T21:00:00.000000Z,9.544,9.559,9.529,
2002-05-23T21:00:00.000000Z,9.5708,9.5908,9.5508,
2002-05-27T21:00:00.000000Z,9.5775,9.5825,9.5725,
2002-05-28T21:00:00.000000Z,9.7023,9.7123,9.6923,
2002-05-29T21:00:00.000000Z,9.6948,9.7048,9.6848,
2002-05-30T21:00:00.000000Z,9.6505,9.6705,9.6305,
2002-06-02T21:00:00.000000Z,9.6575,9.6725,9.6425,
2002-06-03T21:00:00.000000Z,9.7445,9.7595,9.7295,
2002-06-04T21:00:00.000000Z,9.7385,9.7535,9.7235,
2002-06-05T21:00:00.000000Z,9.7635,9.7785,9.7485,
2002-06-06T21:00:00.000000Z,9.751,9.771,9.731,
2002-06-09T21:00:00.000000Z,9.7033,9.7183,9.6883,
2002-06-10T21:00:00.000000Z,9.6998,9.7148,9.6848,
2002-06-11T21:00:00.000000Z,9.6798,9.6948,9.6648,
2002-06-12T21:00:00.000000Z,9.6535,9.6685,9.6385,
2002-06-13T21:00:00.000000Z,9.6485,9.6685,9.6285,
2002-06-15T21:00:00.000000Z,9.6473,9.6673,9.6273,
2002-06-16T21:00:00.000000Z,9.6048,9.6198,9.5898,
2002-06-17T21:00:00.000000Z,9.6985,9.7135,9.6835,
2002-06-18T21:00:00.000000Z,9.7445,9.7595,9.7295,
2002-06-19T21:00:00.000000Z,9.896,9.911,9.881,
2002-06-20T21:00:00.000000Z,9.931,9.951,9.911,
2002-06-21T21:00:00.000000Z,9.931,9.951,9.911,
2002-06-23T21:00:00.000000Z,9.8535,9.8685,9.8385,
2002-06-24T21:00:00.000000Z,9.9062,9.9212,9.8912,
2002-06-25T21:00:00.000000Z,9.9423,9.9573,9.9273,
2002-06-26T21:00:00.000000Z,9.9435,9.9585,9.9285,
2002-06-27T21:00:00.000000Z,9.9508,9.9708,9.9308,
2002-06-28T21:00:00.000000Z,9.953,9.972999999999999,9.933,
2002-06-30T21:00:00.000000Z,9.9785,9.9935,9.9635,
2002-07-01T21:00:00.000000Z,9.9743,9.9893,9.9593,
2002-07-02T21:00:00.000000Z,9.966,9.981,9.951,
2002-07-03T21:00:00.000000Z,9.9635,9.9785,9.9485,
2002-07-04T21:00:00.000000Z,9.9135,9.9335,9.8935,
2002-07-05T21:00:00.000000Z,9.9135,9.9335,9.8935,
2002-07-07T21:00:00.000000Z,9.9273,9.9423,9.9123,
2002-07-08T21:00:00.000000Z,9.8503,9.8653,9.8353,
2002-07-09T21:00:00.000000Z,9.832,9.847000000000001,9.817,
2002-07-10T21:00:00.000000Z,9.7388,9.7538,9.7238,
2002-07-11T21:00:00.000000Z,9.7385,9.7585,9.7185,
2002-07-12T21:00:00.000000Z,9.7385,9.7585,9.7185,
2002-07-14T21:00:00.000000Z,9.7511,9.7661,9.7361,
2002-07-15T21:00:00.000000Z,9.6785,9.6935,9.6635,
2002-07-16T21:00:00.000000Z,9.6818,9.6968,9.6668,
2002-07-17T21:00:00.000000Z,9.6708,9.6858,9.6558,
2002-07-18T21:00:00.000000Z,9.681,9.701,9.661,
2002-07-19T21:00:00.000000Z,9.679,9.699,9.658999999999999,
2002-07-21T21:00:00.000000Z,9.6505,9.6655,9.6355,
2002-07-22T21:00:00.000000Z,9.666,9.681000000000001,9.651,
2002-07-23T21:00:00.000000Z,9.6588,9.6738,9.6438,
2002-07-24T21:00:00.000000Z,9.776,9.791,9.761000000000001,
2002-07-25T21:00:00.000000Z,9.731,9.751,9.711,
2002-07-26T21:00:00.000000Z,9.731,9.751,9.711,
2002-07-28T21:00:00.000000Z,9.7185,9.7335,9.7035,
2002-07-29T21:00:00.000000Z,9.7515,9.7665,9.7365,
2002-07-30T21:00:00.000000Z,9.8765,9.8915,9.8615,
2002-07-31T21:00:00.000000Z,9.8335,9.8485,9.8185,
2002-08-01T21:00:00.000000Z,9.8248,9.8448,9.8048,
2002-08-02T21:00:00.000000Z,9.826,9.846,9.806000000000001,
2002-08-04T21:00:00.000000Z,9.802,9.812000000000001,9.792,
2002-08-05T21:00:00.000000Z,9.7285,9.7385,9.7185,
2002-08-06T21:00:00.000000Z,9.7406,9.7506,9.7306,
2002-08-07T21:00:00.000000Z,9.7533,9.7633,9.7433,
2002-08-08T21:00:00.000000Z,9.7805,9.8005,9.7605,
2002-08-10T21:00:00.000000Z,9.7805,9.8005,9.7605,
2002-08-11T21:00:00.000000Z,9.9318,9.9468,9.9168,
2002-08-12T21:00:00.000000Z,9.9545,9.9695,9.9395,
2002-08-13T21:00:00.000000Z,9.9673,9.9773,9.9573,
2002-08-14T21:00:00.000000Z,9.9185,9.9285,9.9085,
2002-08-15T21:00:00.000000Z,9.8103,9.8303,9.7903,
2002-08-17T21:00:00.000000Z,9.8085,9.8285,9.7885,
2002-08-18T21:00:00.000000Z,9.732999999999999,9.743,9.722999999999999,
2002-08-19T21:00:00.000000Z,9.7948,9.8048,9.7848,
2002-08-20T21:00:00.000000Z,9.808,9.818,9.798,
2002-08-21T21:00:00.000000Z,9.8356,9.8456,9.8256,
2002-08-22T21:00:00.000000Z,9.8423,9.8623,9.8223,
2002-08-23T21:00:00.000000Z,9.8383,9.8583,9.8183,
2002-08-25T21:00:00.000000Z,9.836,9.846,9.826,
2002-08-26T21:00:00.000000Z,9.9038,9.9138,9.8938,
2002-08-27T21:00:00.000000Z,9.914,9.924,9.904,
2002-08-28T21:00:00.000000Z,9.9185,9.9285,9.9085,
2002-08-29T21:00:00.000000Z,9.943,9.963,9.923,
2002-08-31T21:00:00.000000Z,9.942,9.962,9.922,
2002-09-01T21:00:00.000000Z,9.921,9.931000000000001,9.911,
2002-09-02T21:00:00.000000Z,10.0385,10.0485,10.0285,
2002-09-03T21:00:00.000000Z,9.986,9.996,9.976,
2002-09-04T21:00:00.000000Z,10.0155,10.0255,10.0055,
2002-09-05T21:00:00.000000Z,10.0123,10.0223,10.0023,
2002-09-08T21:00:00.000000Z,9.94155,9.9503,9.9328,
2002-09-09T21:00:00.000000Z,9.99985,10.0086,9.9911,
2002-09-11T21:00:00.000000Z,9.98105,9.9898,9.9723,
2002-09-12T21:00:00.000000Z,9.9705,9.9905,9.9505,
2002-09-14T21:00:00.000000Z,9.969,9.988999999999999,9.949,
2002-09-15T21:00:00.000000Z,9.98455,9.9933,9.9758,
2002-09-16T21:00:00.000000Z,9.9885,9.9985,9.9785,
2002-09-17T21:00:00.000000Z,10.0179,10.0329,10.0029,
2002-09-18T21:00:00.000000Z,10.1883,10.1983,10.1783,
2002-09-19T21:00:00.000000Z,10.292,10.312000000000001,10.272,
2002-09-20T21:00:00.000000Z,10.2915,10.3115,10.2715,
2002-09-22T21:00:00.000000Z,10.2565,10.2665,10.2465,
2002-09-23T21:00:00.000000Z,10.286,10.300999999999998,10.270999999999999,
2002-09-24T21:00:00.000000Z,10.237,10.252,10.222000000000001,
2002-09-25T21:00:00.000000Z,10.1465,10.1615,10.1315,
2002-09-26T21:00:00.000000Z,10.1903,10.2103,10.1703,
2002-09-27T21:00:00.000000Z,10.194,10.214,10.174,
2002-09-29T21:00:00.000000Z,10.1968,10.2068,10.1868,
2002-09-30T21:00:00.000000Z,10.1145,10.1245,10.1045,
2002-10-01T21:00:00.000000Z,10.1203,10.1303,10.1103,
2002-10-02T21:00:00.000000Z,10.1775,10.1875,10.1675,
2002-10-03T21:00:00.000000Z,10.1843,10.2043,10.1643,
2002-10-05T21:00:00.000000Z,10.1843,10.2043,10.1643,
2002-10-06T21:00:00.000000Z,10.1985,10.2085,10.1885,
2002-10-07T21:00:00.000000Z,10.1505,10.1605,10.1405,
2002-10-08T21:00:00.000000Z,10.2285,10.2385,10.2185,
2002-10-09T21:00:00.000000Z,10.186,10.196,10.176,
2002-10-10T21:00:00.000000Z,10.1091,10.1291,10.0891,
2002-10-11T21:00:00.000000Z,10.1175,10.1375,10.0975,
2002-10-13T21:00:00.000000Z,10.1035,10.1185,10.0885,
2002-10-14T21:00:00.000000Z,10.1188,10.1338,10.1038,
2002-10-15T21:00:00.000000Z,10.047,10.062000000000001,10.032,
2002-10-16T21:00:00.000000Z,9.9748,9.9898,9.9598,
2002-10-17T21:00:00.000000Z,9.9845,10.0045,9.9645,
