time,BNP.EURCHF - EUR/CHF_x,closeAsk,closeBid,volume
2002-05-06T21:00:00.000000Z,1.45365,1.4538,1.4535,
2002-05-07T21:00:00.000000Z,1.4551500000000002,1.4553,1.455,
2002-05-08T21:00:00.000000Z,1.4528500000000002,1.453,1.4527,
2002-05-09T21:00:00.000000Z,1.454,1.4545,1.4535,
2002-05-10T21:00:00.000000Z,1.4544,1.4549,1.4539,
2002-05-12T21:00:00.000000Z,1.45445,1.4546,1.4543,
2002-05-13T21:00:00.000000Z,1.45715,1.4573,1.457,
2002-05-14T21:00:00.000000Z,1.45545,1.4556,1.4553,
2002-05-15T21:00:00.000000Z,1.4562499999999998,1.4564,1.4561,
2002-05-16T21:00:00.000000Z,1.4552,1.4557,1.4547,
2002-05-18T21:00:00.000000Z,1.4547,1.4552,1.4542,
2002-05-19T21:00:00.000000Z,1.45265,1.4528,1.4525,
2002-05-20T21:00:00.000000Z,1.45085,1.4509999999999998,1.4507,
2002-05-21T21:00:00.000000Z,1.45265,1.4528,1.4525,
2002-05-22T21:00:00.000000Z,1.4541499999999998,1.4543,1.454,
2002-05-23T21:00:00.000000Z,1.4573,1.4578,1.4568,
2002-05-24T21:00:00.000000Z,1.4575,1.4580000000000002,1.457,
2002-05-26T21:00:00.000000Z,1.4571,1.4573,1.4569,
2002-05-27T21:00:00.000000Z,1.46165,1.4618,1.4615,
2002-05-28T21:00:00.000000Z,1.46705,1.4672,1.4669,
2002-05-29T21:00:00.000000Z,1.46355,1.4637,1.4634,
2002-05-30T21:00:00.000000Z,1.4643000000000002,1.4648,1.4638,
2002-06-01T21:00:00.000000Z,1.4647,1.4652,1.4642,
2002-06-02T21:00:00.000000Z,1.4682499999999998,1.4684,1.4681,
2002-06-03T21:00:00.000000Z,1.46995,1.4701,1.4698,
2002-06-04T21:00:00.000000Z,1.47005,1.4702,1.4699,
2002-06-05T21:00:00.000000Z,1.4743499999999998,1.4745,1.4742,
2002-06-06T21:00:00.000000Z,1.4704000000000002,1.4709,1.4699,
2002-06-08T21:00:00.000000Z,1.47,1.4705,1.4695,
2002-06-09T21:00:00.000000Z,1.47235,1.4725,1.4722,
2002-06-10T21:00:00.000000Z,1.47485,1.475,1.4747,
2002-06-11T21:00:00.000000Z,1.47805,1.4782,1.4779,
2002-06-12T21:00:00.000000Z,1.4745499999999998,1.4747,1.4744,
2002-06-13T21:00:00.000000Z,1.4758,1.4763,1.4753,
2002-06-15T21:00:00.000000Z,1.4755,1.476,1.475,
2002-06-16T21:00:00.000000Z,1.47555,1.4757,1.4754,
2002-06-17T21:00:00.000000Z,1.47585,1.476,1.4757,
2002-06-18T21:00:00.000000Z,1.4707,1.4709,1.4705,
2002-06-19T21:00:00.000000Z,1.4703,1.4705,1.4701,
2002-06-20T21:00:00.000000Z,1.4669,1.4674,1.4664,
2002-06-21T21:00:00.000000Z,1.4664,1.4669,1.4659,
2002-06-23T21:00:00.000000Z,1.4671,1.4673,1.4669,
2002-06-24T21:00:00.000000Z,1.4676,1.4678,1.4674,
2002-06-25T21:00:00.000000Z,1.4676,1.4678,1.4674,
2002-06-26T21:00:00.000000Z,1.4704,1.4706,1.4702,
2002-06-27T21:00:00.000000Z,1.4687,1.4692,1.4682,
2002-06-28T21:00:00.000000Z,1.4687,1.4692,1.4682,
2002-06-30T21:00:00.000000Z,1.4699,1.4701,1.4697,
2002-07-01T21:00:00.000000Z,1.4666,1.4668,1.4664,
2002-07-02T21:00:00.000000Z,1.4642499999999998,1.4644,1.4641,
2002-07-03T21:00:00.000000Z,1.4644,1.4646,1.4642,
2002-07-04T21:00:00.000000Z,1.4670999999999998,1.4676,1.4666,
2002-07-06T21:00:00.000000Z,1.4677,1.4682,1.4672,
2002-07-07T21:00:00.000000Z,1.4699,1.4701,1.4697,
2002-07-08T21:00:00.000000Z,1.4726,1.4728,1.4724,
2002-07-09T21:00:00.000000Z,1.4702,1.4704,1.47,
2002-07-10T21:00:00.000000Z,1.4666,1.4668,1.4664,
2002-07-11T21:00:00.000000Z,1.4698,1.4703,1.4693,
2002-07-12T21:00:00.000000Z,1.4702,1.4707,1.4697,
2002-07-14T21:00:00.000000Z,1.4669,1.4671,1.4667,
2002-07-15T21:00:00.000000Z,1.4666,1.4668,1.4664,
2002-07-16T21:00:00.000000Z,1.4654,1.4656,1.4652,
2002-07-17T21:00:00.000000Z,1.46465,1.4648,1.4645,
2002-07-18T21:00:00.000000Z,1.4592,1.4597,1.4587,
2002-07-19T21:00:00.000000Z,1.4577,1.4582,1.4572,
2002-07-21T21:00:00.000000Z,1.4542,1.4544,1.454,
2002-07-22T21:00:00.000000Z,1.4527,1.4529,1.4525,
2002-07-23T21:00:00.000000Z,1.4516,1.4518,1.4514,
