time,BNP.EURCHF - EUR/CHF_x,closeAsk,closeBid,volume
2012-05-25T17:00:00.000000Z,1.20118,1.2016799999999999,1.20068,
2012-05-27T17:00:00.000000Z,1.20253,1.2030299999999998,1.20203,
2012-05-27T21:00:00.000000Z,1.2021899999999999,1.2022899999999999,1.2020899999999999,
2012-05-28T01:00:00.000000Z,1.2018,1.2019,1.2017,
2012-05-28T05:00:00.000000Z,1.202315,1.20239,1.20224,
2012-05-28T09:00:00.000000Z,1.201945,1.20202,1.20187,
2012-05-28T13:00:00.000000Z,1.20181,1.20191,1.20171,
2012-05-28T17:00:00.000000Z,1.20202,1.2021700000000002,1.20187,
2012-05-28T21:00:00.000000Z,1.20192,1.20202,1.20182,
2012-05-29T01:00:00.000000Z,1.20199,1.2020899999999999,1.20189,
2012-05-29T05:00:00.000000Z,1.201815,1.20189,1.20174,
2012-05-29T09:00:00.000000Z,1.201525,1.2016,1.20145,
2012-05-29T13:00:00.000000Z,1.2010999999999998,1.20119,1.2010100000000001,
2012-05-29T17:00:00.000000Z,1.2010299999999998,1.20118,1.20088,
2012-05-29T21:00:00.000000Z,1.201045,1.20117,1.20092,
2012-05-30T01:00:00.000000Z,1.201205,1.20133,1.20108,
2012-05-30T05:00:00.000000Z,1.201085,1.20117,1.2009999999999998,
2012-05-30T09:00:00.000000Z,1.201005,1.20109,1.20092,
2012-05-30T13:00:00.000000Z,1.201065,1.20116,1.20097,
2012-05-30T17:00:00.000000Z,1.20087,1.20102,1.20072,
2012-05-30T21:00:00.000000Z,1.20109,1.20119,1.20099,
2012-05-31T01:00:00.000000Z,1.20116,1.20126,1.20106,
2012-05-31T05:00:00.000000Z,1.201085,1.20117,1.2009999999999998,
2012-05-31T09:00:00.000000Z,1.20107,1.20115,1.20099,
2012-05-31T13:00:00.000000Z,1.20104,1.20113,1.20095,
2012-05-31T17:00:00.000000Z,1.20113,1.20128,1.20098,
2012-05-31T21:00:00.000000Z,1.20102,1.20112,1.20092,
2012-06-01T01:00:00.000000Z,1.2010299999999998,1.20113,1.2009299999999998,
2012-06-01T05:00:00.000000Z,1.2009299999999998,1.20108,1.20078,
2012-06-01T09:00:00.000000Z,1.20096,1.20106,1.20086,
2012-06-01T13:00:00.000000Z,1.2009999999999998,1.20109,1.2009100000000001,
2012-06-01T17:00:00.000000Z,1.20126,1.20176,1.20076,
2012-06-01T21:00:00.000000Z,1.20126,1.20176,1.20076,
2012-06-03T17:00:00.000000Z,1.20125,1.20175,1.20075,
2012-06-03T21:00:00.000000Z,1.20105,1.20115,1.20095,
2012-06-04T01:00:00.000000Z,1.2010299999999998,1.20113,1.2009299999999998,
2012-06-04T05:00:00.000000Z,1.2008549999999998,1.20094,1.2007700000000001,
2012-06-04T09:00:00.000000Z,1.2008649999999998,1.20095,1.20078,
2012-06-04T13:00:00.000000Z,1.2007649999999999,1.20085,1.20068,
2012-06-04T17:00:00.000000Z,1.20104,1.20119,1.20089,
2012-06-04T21:00:00.000000Z,1.20128,1.20138,1.20118,
2012-06-05T01:00:00.000000Z,1.2012399999999999,1.20134,1.2011399999999999,
2012-06-05T05:00:00.000000Z,1.20107,1.2012200000000002,1.20092,
2012-06-05T09:00:00.000000Z,1.201005,1.20109,1.20092,
2012-06-05T13:00:00.000000Z,1.2009500000000002,1.2010399999999999,1.20086,
2012-06-05T17:00:00.000000Z,1.20105,1.2012,1.2009,
2012-06-05T21:00:00.000000Z,1.20105,1.20115,1.20095,
2012-06-06T01:00:00.000000Z,1.20119,1.20129,1.20109,
2012-06-06T05:00:00.000000Z,1.200965,1.20105,1.20088,
2012-06-06T09:00:00.000000Z,1.2008,1.2009,1.2007,
2012-06-06T13:00:00.000000Z,1.2007299999999999,1.20082,1.20064,
2012-06-06T17:00:00.000000Z,1.2007299999999999,1.20088,1.20058,
2012-06-06T21:00:00.000000Z,1.20104,1.2011399999999999,1.20094,
2012-06-07T01:00:00.000000Z,1.20117,1.20127,1.20107,
2012-06-07T05:00:00.000000Z,1.2011049999999999,1.20119,1.20102,
2012-06-07T09:00:00.000000Z,1.201175,1.20126,1.20109,
2012-06-07T13:00:00.000000Z,1.20126,1.20135,1.20117,
2012-06-07T17:00:00.000000Z,1.20105,1.2012,1.2009,
2012-06-07T21:00:00.000000Z,1.2010100000000001,1.2011100000000001,1.2009100000000001,
2012-06-08T01:00:00.000000Z,1.2012,1.2013,1.2011,
2012-06-08T05:00:00.000000Z,1.2011349999999998,1.2012200000000002,1.20105,
2012-06-08T09:00:00.000000Z,1.2011049999999999,1.20119,1.20102,
2012-06-08T13:00:00.000000Z,1.201015,1.2011,1.2009299999999998,
2012-06-08T17:00:00.000000Z,1.20116,1.20166,1.20066,
2012-06-08T21:00:00.000000Z,1.20116,1.20166,1.20066,
2012-06-10T13:00:00.000000Z,1.2011599999999998,1.2021600000000001,1.2001600000000001,
2012-06-10T17:00:00.000000Z,1.20158,1.20233,1.2008299999999998,
2012-06-10T21:00:00.000000Z,1.20133,1.20143,1.20123,
2012-06-11T01:00:00.000000Z,1.20165,1.20175,1.20155,
2012-06-11T05:00:00.000000Z,1.201175,1.20125,1.2011,
2012-06-11T09:00:00.000000Z,1.2010550000000002,1.2011399999999999,1.20097,
2012-06-11T13:00:00.000000Z,1.201085,1.20117,1.2009999999999998,
2012-06-11T17:00:00.000000Z,1.20104,1.20119,1.20089,
2012-06-11T21:00:00.000000Z,1.20109,1.20119,1.20099,
2012-06-12T01:00:00.000000Z,1.20109,1.20119,1.20099,
2012-06-12T05:00:00.000000Z,1.201025,1.2011,1.20095,
2012-06-12T09:00:00.000000Z,1.201175,1.20125,1.2011,
2012-06-12T13:00:00.000000Z,1.2010550000000002,1.2011399999999999,1.20097,
2012-06-12T17:00:00.000000Z,1.20109,1.2012399999999999,1.20094,
2012-06-12T21:00:00.000000Z,1.20116,1.20126,1.20106,
2012-06-13T01:00:00.000000Z,1.20102,1.20112,1.20092,
2012-06-13T05:00:00.000000Z,1.2011450000000001,1.2012200000000002,1.20107,
2012-06-13T09:00:00.000000Z,1.200975,1.20106,1.20089,
2012-06-13T13:00:00.000000Z,1.2009150000000002,1.2009999999999998,1.2008299999999998,
2012-06-13T17:00:00.000000Z,1.20105,1.2012,1.2009,
2012-06-13T21:00:00.000000Z,1.20116,1.20126,1.20106,
2012-06-14T01:00:00.000000Z,1.20146,1.20156,1.20136,
2012-06-14T05:00:00.000000Z,1.200835,1.2009100000000001,1.20076,
2012-06-14T09:00:00.000000Z,1.200905,1.20098,1.2008299999999998,
2012-06-14T13:00:00.000000Z,1.2011250000000002,1.20121,1.2010399999999999,
2012-06-14T17:00:00.000000Z,1.20108,1.20123,1.2009299999999998,
2012-06-14T21:00:00.000000Z,1.20105,1.20115,1.20095,
2012-06-15T01:00:00.000000Z,1.20107,1.20117,1.20097,
2012-06-15T05:00:00.000000Z,1.20105,1.2012,1.2009,
2012-06-15T09:00:00.000000Z,1.201045,1.20113,1.20096,
2012-06-15T13:00:00.000000Z,1.201025,1.20112,1.2009299999999998,
2012-06-15T17:00:00.000000Z,1.2011500000000002,1.20165,1.20065,
2012-06-15T21:00:00.000000Z,1.2011500000000002,1.20165,1.20065,
2012-06-17T09:00:00.000000Z,1.2011500000000002,1.20165,1.20065,
2012-06-17T17:00:00.000000Z,1.20116,1.20166,1.20066,
2012-06-17T21:00:00.000000Z,1.20139,1.20149,1.20129,
2012-06-18T01:00:00.000000Z,1.20133,1.20143,1.20123,
2012-06-18T05:00:00.000000Z,1.2011150000000002,1.20119,1.2010399999999999,
2012-06-18T09:00:00.000000Z,1.201025,1.2011,1.20095,
2012-06-18T13:00:00.000000Z,1.200975,1.20106,1.20089,
2012-06-18T17:00:00.000000Z,1.20099,1.2011399999999999,1.20084,
2012-06-18T21:00:00.000000Z,1.2011,1.2012,1.2009999999999998,
2012-06-19T01:00:00.000000Z,1.20105,1.20115,1.20095,
2012-06-19T05:00:00.000000Z,1.201045,1.20112,1.20097,
2012-06-19T09:00:00.000000Z,1.200975,1.20105,1.2009,
2012-06-19T13:00:00.000000Z,1.200885,1.20097,1.2008,
2012-06-19T17:00:00.000000Z,1.20098,1.20113,1.2008299999999998,
2012-06-19T21:00:00.000000Z,1.20106,1.20116,1.20096,
2012-06-20T01:00:00.000000Z,1.20106,1.20116,1.20096,
2012-06-20T05:00:00.000000Z,1.200905,1.20098,1.2008299999999998,
2012-06-20T09:00:00.000000Z,1.200885,1.20096,1.20081,
2012-06-20T13:00:00.000000Z,1.20086,1.20096,1.20076,
2012-06-20T17:00:00.000000Z,1.20113,1.20128,1.20098,
2012-06-20T21:00:00.000000Z,1.2012,1.2013,1.2011,
2012-06-21T01:00:00.000000Z,1.20117,1.20127,1.20107,
2012-06-21T05:00:00.000000Z,1.201025,1.2011,1.20095,
2012-06-21T09:00:00.000000Z,1.201155,1.2012399999999999,1.20107,
2012-06-21T13:00:00.000000Z,1.201025,1.2011100000000001,1.20094,
2012-06-21T17:00:00.000000Z,1.20104,1.20119,1.20089,
2012-06-21T21:00:00.000000Z,1.20106,1.20116,1.20096,
2012-06-22T01:00:00.000000Z,1.20115,1.20125,1.20105,
2012-06-22T05:00:00.000000Z,1.201005,1.20108,1.2009299999999998,
2012-06-22T09:00:00.000000Z,1.200935,1.20102,1.20085,
2012-06-22T13:00:00.000000Z,1.2009249999999998,1.2010100000000001,1.20084,
2012-06-22T17:00:00.000000Z,1.20087,1.20137,1.2003700000000002,
2012-06-22T21:00:00.000000Z,1.20087,1.20137,1.2003700000000002,
2012-06-24T17:00:00.000000Z,1.2011500000000002,1.20165,1.20065,
2012-06-24T21:00:00.000000Z,1.20102,1.20112,1.20092,
2012-06-25T01:00:00.000000Z,1.2011100000000001,1.20121,1.2010100000000001,
2012-06-25T05:00:00.000000Z,1.200935,1.2010100000000001,1.20086,
2012-06-25T09:00:00.000000Z,1.200815,1.20089,1.20074,
2012-06-25T13:00:00.000000Z,1.2009249999999998,1.2010100000000001,1.20084,
2012-06-25T17:00:00.000000Z,1.20097,1.20112,1.20082,
2012-06-25T21:00:00.000000Z,1.2010299999999998,1.20113,1.2009299999999998,
2012-06-26T01:00:00.000000Z,1.20104,1.2011399999999999,1.20094,
2012-06-26T05:00:00.000000Z,1.20101,1.20109,1.2009299999999998,
2012-06-26T09:00:00.000000Z,1.201025,1.2011100000000001,1.20094,
2012-06-26T13:00:00.000000Z,1.201045,1.20113,1.20096,
2012-06-26T17:00:00.000000Z,1.2010299999999998,1.20118,1.20088,
2012-06-26T21:00:00.000000Z,1.20109,1.20119,1.20099,
2012-06-27T01:00:00.000000Z,1.20106,1.20116,1.20096,
