time,BNP.CHFHKD - CHF/HKD_x,closeAsk,closeBid,volume
2015-05-29T15:00:00.000000Z,8.2109375,8.2109375,8.2109375,1497.0
2015-05-29T15:15:00.000000Z,8.21875,8.21875,8.21875,684.0
2015-05-29T15:30:00.000000Z,8.2265625,8.2265625,8.2265625,573.0
2015-05-29T15:45:00.000000Z,8.2421875,8.2421875,8.2421875,454.0
2015-05-29T16:00:00.000000Z,8.2421875,8.2421875,8.2421875,600.0
2015-05-29T16:15:00.000000Z,8.234375,8.234375,8.234375,329.0
2015-05-29T16:30:00.000000Z,8.234375,8.2421875,8.234375,363.0
2015-05-29T16:45:00.000000Z,8.234375,8.234375,8.2265625,179.0
2015-05-29T17:00:00.000000Z,8.2421875,8.2421875,8.2421875,252.0
2015-05-29T17:15:00.000000Z,8.2421875,8.2421875,8.2421875,187.0
2015-05-29T17:30:00.000000Z,8.25,8.2578125,8.25,204.0
2015-05-29T17:45:00.000000Z,8.25,8.25,8.25,416.0
2015-05-29T18:00:00.000000Z,8.25,8.2578125,8.25,194.0
2015-05-29T18:15:00.000000Z,8.2578125,8.2578125,8.2578125,149.0
2015-05-29T18:30:00.000000Z,8.25,8.25,8.25,166.0
2015-05-29T18:45:00.000000Z,8.25,8.25,8.25,247.0
2015-05-29T19:00:00.000000Z,8.25,8.2578125,8.25,276.0
2015-05-29T19:15:00.000000Z,8.25,8.25,8.25,109.0
2015-05-29T19:30:00.000000Z,8.25,8.25,8.25,195.0
2015-05-29T19:45:00.000000Z,8.25,8.25,8.25,185.0
2015-05-29T20:00:00.000000Z,8.25,8.25,8.25,194.0
2015-05-29T20:15:00.000000Z,8.25,8.25,8.25,41.0
2015-05-29T20:30:00.000000Z,8.25,8.25,8.25,258.0
2015-05-29T20:45:00.000000Z,8.25,8.25,8.2421875,247.0
2015-05-31T21:00:00.000000Z,8.25,8.2578125,8.2421875,79.0
2015-05-31T21:15:00.000000Z,8.25,8.2578125,8.2421875,78.0
2015-05-31T21:30:00.000000Z,8.25,8.2578125,8.2421875,36.0
2015-05-31T21:45:00.000000Z,8.25,8.2578125,8.2421875,40.0
2015-05-31T22:00:00.000000Z,8.25,8.25,8.2421875,90.0
2015-05-31T22:15:00.000000Z,8.25,8.25,8.2421875,17.0
2015-05-31T22:30:00.000000Z,8.234375,8.2421875,8.234375,14.0
2015-05-31T22:45:00.000000Z,8.234375,8.2421875,8.234375,41.0
2015-05-31T23:00:00.000000Z,8.2421875,8.2421875,8.2421875,53.0
2015-05-31T23:15:00.000000Z,8.234375,8.234375,8.234375,59.0
2015-05-31T23:30:00.000000Z,8.234375,8.234375,8.234375,134.0
2015-05-31T23:45:00.000000Z,8.234375,8.234375,8.234375,44.0
2015-06-01T00:00:00.000000Z,8.234375,8.234375,8.2265625,113.0
2015-06-01T00:15:00.000000Z,8.21875,8.2265625,8.21875,117.0
2015-06-01T00:30:00.000000Z,8.2265625,8.2265625,8.2265625,137.0
2015-06-01T00:45:00.000000Z,8.2265625,8.2265625,8.2265625,281.0
2015-06-01T01:00:00.000000Z,8.21875,8.2265625,8.21875,105.0
2015-06-01T01:15:00.000000Z,8.21875,8.2265625,8.21875,107.0
2015-06-01T01:30:00.000000Z,8.2265625,8.2265625,8.2265625,152.0
2015-06-01T01:45:00.000000Z,8.2265625,8.2265625,8.2265625,223.0
2015-06-01T02:00:00.000000Z,8.21875,8.2265625,8.21875,207.0
2015-06-01T02:15:00.000000Z,8.2265625,8.2265625,8.2265625,189.0
2015-06-01T02:30:00.000000Z,8.2265625,8.2265625,8.2265625,84.0
2015-06-01T02:45:00.000000Z,8.21875,8.2265625,8.21875,98.0
2015-06-01T03:00:00.000000Z,8.2265625,8.2265625,8.2265625,171.0
2015-06-01T03:15:00.000000Z,8.2265625,8.2265625,8.2265625,60.0
2015-06-01T03:30:00.000000Z,8.2265625,8.2265625,8.2265625,54.0
2015-06-01T03:45:00.000000Z,8.2265625,8.2265625,8.2265625,27.0
2015-06-01T04:00:00.000000Z,8.2265625,8.2265625,8.2265625,105.0
2015-06-01T04:15:00.000000Z,8.234375,8.234375,8.2265625,108.0
2015-06-01T04:30:00.000000Z,8.2265625,8.2265625,8.2265625,90.0
