time,BNP.EURHKD - EUR/HKD_x,closeAsk,closeBid,volume
2015-05-18T19:00:00.000000Z,8.76009,8.76094,8.75924,
2015-05-18T19:15:00.000000Z,8.769404999999999,8.77032,8.76849,
2015-05-18T19:30:00.000000Z,8.766865,8.7677,8.76603,
2015-05-18T19:45:00.000000Z,8.7652,8.76592,8.76448,
2015-05-18T20:00:00.000000Z,8.767455000000002,8.768310000000001,8.7666,
2015-05-18T20:15:00.000000Z,8.769815000000001,8.770710000000001,8.76892,
2015-05-18T20:30:00.000000Z,8.770760000000001,8.77188,8.769639999999999,
2015-05-18T20:45:00.000000Z,8.769884999999999,8.77108,8.76869,
2015-05-18T21:00:00.000000Z,8.767055000000001,8.76801,8.7661,
2015-05-18T21:15:00.000000Z,8.767835,8.76937,8.7663,
2015-05-18T21:30:00.000000Z,8.76942,8.77045,8.76839,
2015-05-18T21:45:00.000000Z,8.76971,8.7708,8.76862,
2015-05-18T22:00:00.000000Z,8.76897,8.77002,8.76792,
2015-05-18T22:15:00.000000Z,8.770560000000001,8.77157,8.76955,
2015-05-18T22:30:00.000000Z,8.770405,8.771460000000001,8.76935,
2015-05-18T22:45:00.000000Z,8.770365000000002,8.771460000000001,8.76927,
2015-05-18T23:00:00.000000Z,8.774215000000002,8.775260000000001,8.77317,
2015-05-18T23:15:00.000000Z,8.774295,8.77534,8.77325,
2015-05-18T23:30:00.000000Z,8.774989999999999,8.77594,8.77404,
2015-05-18T23:45:00.000000Z,8.777555,8.77848,8.77663,
2015-05-19T00:00:00.000000Z,8.77806,8.77887,8.77725,
2015-05-19T00:15:00.000000Z,8.772160000000001,8.77304,8.77128,
2015-05-19T00:30:00.000000Z,8.773589999999999,8.77466,8.77252,
2015-05-19T00:45:00.000000Z,8.76957,8.77045,8.76869,
2015-05-19T01:00:00.000000Z,8.76587,8.76675,8.76499,
2015-05-19T01:15:00.000000Z,8.76735,8.7682,8.7665,
2015-05-19T01:30:00.000000Z,8.762395,8.7633,8.76149,
2015-05-19T01:45:00.000000Z,8.754674999999999,8.75543,8.753919999999999,
2015-05-19T02:00:00.000000Z,8.753544999999999,8.75437,8.75272,
2015-05-19T02:15:00.000000Z,8.751655,8.75249,8.75082,
2015-05-19T02:30:00.000000Z,8.75375,8.7545,8.753,
2015-05-19T02:45:00.000000Z,8.75646,8.75724,8.75568,
2015-05-19T03:00:00.000000Z,8.75732,8.75805,8.75659,
2015-05-19T03:15:00.000000Z,8.7594,8.76016,8.75864,
2015-05-19T03:30:00.000000Z,8.761130000000001,8.762030000000001,8.76023,
2015-05-19T03:45:00.000000Z,8.76397,8.76472,8.76322,
2015-05-19T04:00:00.000000Z,8.76025,8.76111,8.75939,
2015-05-19T04:15:00.000000Z,8.764,8.76486,8.76314,
2015-05-19T04:30:00.000000Z,8.763010000000001,8.76372,8.7623,
2015-05-19T04:45:00.000000Z,8.761985000000001,8.76277,8.7612,
2015-05-19T05:00:00.000000Z,8.770085,8.7709,8.76927,
2015-05-19T05:15:00.000000Z,8.771294999999999,8.77207,8.77052,
2015-05-19T05:30:00.000000Z,8.774255,8.77511,8.7734,
2015-05-19T05:45:00.000000Z,8.771925,8.77266,8.771189999999999,
2015-05-19T06:00:00.000000Z,8.75254,8.75343,8.75165,
2015-05-19T06:15:00.000000Z,8.74798,8.74873,8.74723,
2015-05-19T06:30:00.000000Z,8.751914999999999,8.75252,8.75131,
2015-05-19T06:45:00.000000Z,8.762554999999999,8.76327,8.76184,
2015-05-19T07:00:00.000000Z,8.69669,8.69743,8.69595,
2015-05-19T07:15:00.000000Z,8.67682,8.67764,8.676,
2015-05-19T07:30:00.000000Z,8.664535,8.665389999999999,8.663680000000001,
2015-05-19T07:45:00.000000Z,8.669609999999999,8.67035,8.66887,
2015-05-19T08:00:00.000000Z,8.666709999999998,8.66748,8.665939999999999,
2015-05-19T08:15:00.000000Z,8.670195,8.67095,8.66944,
2015-05-19T08:30:00.000000Z,8.672365,8.673119999999999,8.671610000000001,
2015-05-19T08:45:00.000000Z,8.678245,8.680010000000001,8.67648,
2015-05-19T09:00:00.000000Z,8.687814999999999,8.6885,8.68713,
2015-05-19T09:15:00.000000Z,8.669995,8.670739999999999,8.66925,
2015-05-19T09:30:00.000000Z,8.672535,8.67328,8.67179,
2015-05-19T09:45:00.000000Z,8.6848,8.68555,8.68405,
2015-05-19T10:00:00.000000Z,8.680875,8.68165,8.6801,
2015-05-19T10:15:00.000000Z,8.689010000000001,8.68976,8.688260000000001,
