time,BNP.EURHKD - EUR/HKD_x,closeAsk,closeBid,volume
2012-05-28T17:00:00.000000Z,9.73554,9.73663,9.73445,
2012-05-28T21:00:00.000000Z,9.722545,9.7232,9.72189,
2012-05-29T01:00:00.000000Z,9.72972,9.7303,9.72914,
2012-05-29T05:00:00.000000Z,9.74262,9.7432,9.74204,
2012-05-29T09:00:00.000000Z,9.73145,9.73203,9.73087,
2012-05-29T13:00:00.000000Z,9.691275,9.69193,9.69062,
2012-05-29T17:00:00.000000Z,9.707225,9.70824,9.70621,
2012-05-29T21:00:00.000000Z,9.678145,9.67884,9.67745,
2012-05-30T01:00:00.000000Z,9.67982,9.6804,9.67924,
2012-05-30T05:00:00.000000Z,9.659915,9.66049,9.65934,
2012-05-30T09:00:00.000000Z,9.658945,9.65952,9.65837,
2012-05-30T13:00:00.000000Z,9.632665,9.63332,9.63201,
2012-05-30T17:00:00.000000Z,9.6056,9.60661,9.60459,
2012-05-30T21:00:00.000000Z,9.602745,9.6034,9.60209,
2012-05-31T01:00:00.000000Z,9.617715,9.61837,9.61706,
2012-05-31T05:00:00.000000Z,9.635895,9.63647,9.63532,
2012-05-31T09:00:00.000000Z,9.632565,9.63314,9.63199,
2012-05-31T13:00:00.000000Z,9.596245,9.5969,9.59559,
2012-05-31T17:00:00.000000Z,9.59843,9.59971,9.59715,
2012-05-31T21:00:00.000000Z,9.580075,9.58162,9.57853,
2012-06-01T01:00:00.000000Z,9.584175,9.58483,9.58352,
2012-06-01T05:00:00.000000Z,9.57119,9.57254,9.56984,
2012-06-01T09:00:00.000000Z,9.57253,9.5733,9.57176,
2012-06-01T13:00:00.000000Z,9.610935,9.61159,9.61028,
2012-06-01T17:00:00.000000Z,9.64972,9.65547,9.64397,
2012-06-01T21:00:00.000000Z,9.64972,9.65547,9.64397,
2012-06-02T21:00:00.000000Z,9.645055,9.65274,9.63737,
2012-06-03T01:00:00.000000Z,9.641175,9.64886,9.63349,
2012-06-03T05:00:00.000000Z,9.638075,9.64576,9.63039,
2012-06-03T13:00:00.000000Z,9.635355,9.64498,9.62573,
2012-06-03T17:00:00.000000Z,9.637440000000002,9.64202,9.63286,
2012-06-03T21:00:00.000000Z,9.618694999999999,9.61939,9.618,
2012-06-04T01:00:00.000000Z,9.626145,9.62676,9.62553,
2012-06-04T05:00:00.000000Z,9.63711,9.63775,9.63647,
2012-06-04T09:00:00.000000Z,9.65129,9.65193,9.65065,
2012-06-04T13:00:00.000000Z,9.68063,9.68135,9.67991,
2012-06-04T17:00:00.000000Z,9.697865,9.69888,9.69685,
2012-06-04T21:00:00.000000Z,9.723915,9.72453,9.7233,
2012-06-05T01:00:00.000000Z,9.717945,9.71856,9.71733,
2012-06-05T05:00:00.000000Z,9.63531,9.63744,9.63318,
2012-06-05T09:00:00.000000Z,9.643965,9.64454,9.64339,
2012-06-05T13:00:00.000000Z,9.651025,9.65168,9.65037,
2012-06-05T17:00:00.000000Z,9.66135,9.66236,9.66034,
2012-06-05T21:00:00.000000Z,9.665905,9.66656,9.66525,
2012-06-06T01:00:00.000000Z,9.699955,9.70057,9.69934,
2012-06-06T05:00:00.000000Z,9.70877,9.70935,9.70819,
2012-06-06T09:00:00.000000Z,9.655945,9.6568,9.65509,
2012-06-06T13:00:00.000000Z,9.74349,9.74427,9.74271,
2012-06-06T17:00:00.000000Z,9.760675,9.76169,9.75966,
2012-06-06T21:00:00.000000Z,9.750485,9.75114,9.74983,
2012-06-07T01:00:00.000000Z,9.747869999999999,9.74845,9.74729,
2012-06-07T05:00:00.000000Z,9.74741,9.74799,9.74683,
2012-06-07T09:00:00.000000Z,9.76971,9.77029,9.76913,
2012-06-07T13:00:00.000000Z,9.748565,9.74922,9.74791,
2012-06-07T17:00:00.000000Z,9.744375,9.74539,9.74336,
2012-06-07T21:00:00.000000Z,9.728805,9.72946,9.72815,
2012-06-08T01:00:00.000000Z,9.716265,9.71688,9.71565,
2012-06-08T05:00:00.000000Z,9.668165,9.66878,9.66755,
2012-06-08T09:00:00.000000Z,9.656475,9.65709,9.65586,
2012-06-08T13:00:00.000000Z,9.691235,9.69189,9.69058,
2012-06-08T17:00:00.000000Z,9.71108,9.71684,9.70532,
2012-06-08T21:00:00.000000Z,9.70511,9.71281,9.69741,
2012-06-09T01:00:00.000000Z,9.70744,9.71514,9.69974,
2012-06-09T05:00:00.000000Z,9.70627,9.71203,9.70051,
2012-06-10T01:00:00.000000Z,9.72241,9.73205,9.71277,
2012-06-10T05:00:00.000000Z,9.72862,9.73826,9.71898,
2012-06-10T13:00:00.000000Z,9.739485,9.75107,9.7279,
2012-06-10T17:00:00.000000Z,9.80693,9.81271,9.80115,
2012-06-10T21:00:00.000000Z,9.80131,9.80185,9.80077,
2012-06-11T01:00:00.000000Z,9.801805,9.80246,9.80115,
2012-06-11T05:00:00.000000Z,9.770505,9.77124,9.76977,
2012-06-11T09:00:00.000000Z,9.74242,9.743,9.74184,
2012-06-11T13:00:00.000000Z,9.697395,9.69805,9.69674,
2012-06-11T17:00:00.000000Z,9.686955000000001,9.68797,9.68594,
2012-06-11T21:00:00.000000Z,9.684745,9.6854,9.68409,
2012-06-12T01:00:00.000000Z,9.696655,9.69727,9.69604,
2012-06-12T05:00:00.000000Z,9.70246,9.70304,9.70188,
2012-06-12T09:00:00.000000Z,9.69395,9.69453,9.69337,
2012-06-12T13:00:00.000000Z,9.687875,9.68853,9.68722,
2012-06-12T17:00:00.000000Z,9.700365,9.70165,9.69908,
2012-06-12T21:00:00.000000Z,9.691395,9.69224,9.69055,
2012-06-13T01:00:00.000000Z,9.689745,9.69055,9.68894,
2012-06-13T05:00:00.000000Z,9.7156,9.71618,9.71502,
2012-06-13T09:00:00.000000Z,9.72906,9.72978,9.72834,
2012-06-13T13:00:00.000000Z,9.760365,9.76121,9.75952,
2012-06-13T17:00:00.000000Z,9.74328,9.74436,9.7422,
2012-06-13T21:00:00.000000Z,9.743345,9.744,9.74269,
2012-06-14T01:00:00.000000Z,9.76123,9.76185,9.76061,
2012-06-14T05:00:00.000000Z,9.737325,9.73794,9.73671,
2012-06-14T09:00:00.000000Z,9.75931,9.75993,9.75869,
2012-06-14T13:00:00.000000Z,9.77338,9.774,9.77276,
2012-06-14T17:00:00.000000Z,9.801725,9.80282,9.80063,
