time,BNP.CADJPY - CAD/JPY_x,closeAsk,closeBid,volume
2015-06-01T21:45:00.000000Z,99.625,99.625,99.5625,388.0
2015-06-01T22:00:00.000000Z,99.625,99.625,99.625,408.0
2015-06-01T22:15:00.000000Z,99.625,99.6875,99.625,198.0
2015-06-01T22:30:00.000000Z,99.625,99.625,99.625,354.0
2015-06-01T22:45:00.000000Z,99.625,99.6875,99.625,205.0
2015-06-01T23:00:00.000000Z,99.625,99.6875,99.625,171.0
2015-06-01T23:15:00.000000Z,99.625,99.6875,99.625,340.0
2015-06-01T23:30:00.000000Z,99.6875,99.6875,99.6875,642.0
2015-06-01T23:45:00.000000Z,99.6875,99.6875,99.6875,435.0
2015-06-02T00:00:00.000000Z,99.625,99.6875,99.625,572.0
2015-06-02T00:15:00.000000Z,99.625,99.625,99.625,501.0
2015-06-02T00:30:00.000000Z,99.625,99.625,99.625,464.0
2015-06-02T00:45:00.000000Z,99.625,99.625,99.625,671.0
2015-06-02T01:00:00.000000Z,99.625,99.6875,99.625,472.0
2015-06-02T01:15:00.000000Z,99.625,99.625,99.625,352.0
2015-06-02T01:30:00.000000Z,99.625,99.625,99.625,469.0
2015-06-02T01:45:00.000000Z,99.625,99.6875,99.625,531.0
2015-06-02T02:00:00.000000Z,99.75,99.75,99.6875,586.0
2015-06-02T02:15:00.000000Z,99.6875,99.6875,99.6875,1952.0
2015-06-02T02:30:00.000000Z,99.625,99.625,99.625,1116.0
2015-06-02T02:45:00.000000Z,99.625,99.625,99.625,532.0
2015-06-02T03:00:00.000000Z,99.625,99.625,99.625,360.0
2015-06-02T03:15:00.000000Z,99.6875,99.6875,99.6875,490.0
2015-06-02T03:30:00.000000Z,99.625,99.625,99.5625,1120.0
2015-06-02T03:45:00.000000Z,99.625,99.625,99.625,559.0
2015-06-02T04:00:00.000000Z,99.625,99.625,99.5625,417.0
2015-06-02T04:15:00.000000Z,99.625,99.6875,99.625,422.0
2015-06-02T04:30:00.000000Z,99.625,99.625,99.5625,1553.0
2015-06-02T04:45:00.000000Z,99.625,99.625,99.625,1304.0
2015-06-02T05:00:00.000000Z,99.625,99.6875,99.625,866.0
2015-06-02T05:15:00.000000Z,99.625,99.625,99.625,996.0
2015-06-02T05:30:00.000000Z,99.625,99.625,99.625,961.0
2015-06-02T05:45:00.000000Z,99.6875,99.6875,99.6875,778.0
2015-06-02T06:00:00.000000Z,99.625,99.625,99.5625,1103.0
2015-06-02T06:15:00.000000Z,99.6875,99.6875,99.6875,1250.0
2015-06-02T06:30:00.000000Z,99.625,99.6875,99.625,961.0
2015-06-02T06:45:00.000000Z,99.625,99.625,99.625,1144.0
2015-06-02T07:00:00.000000Z,99.625,99.625,99.625,1478.0
2015-06-02T07:15:00.000000Z,99.625,99.625,99.625,1613.0
2015-06-02T07:30:00.000000Z,99.625,99.6875,99.625,1250.0
2015-06-02T07:45:00.000000Z,99.625,99.625,99.625,1197.0
2015-06-02T08:00:00.000000Z,99.5625,99.5625,99.5625,1558.0
2015-06-02T08:15:00.000000Z,99.625,99.625,99.625,1103.0
2015-06-02T08:30:00.000000Z,99.6875,99.6875,99.6875,1141.0
2015-06-02T08:45:00.000000Z,99.5,99.5,99.5,1320.0
2015-06-02T09:00:00.000000Z,99.5,99.5625,99.5,1722.0
2015-06-02T09:15:00.000000Z,99.5,99.5625,99.5,1277.0
2015-06-02T09:30:00.000000Z,99.5625,99.5625,99.5625,1274.0
2015-06-02T09:45:00.000000Z,99.5625,99.5625,99.5625,1092.0
2015-06-02T10:00:00.000000Z,99.625,99.625,99.5625,1583.0
2015-06-02T10:15:00.000000Z,99.625,99.625,99.625,1867.0
2015-06-02T10:30:00.000000Z,99.5625,99.5625,99.5625,1399.0
2015-06-02T10:45:00.000000Z,99.625,99.625,99.625,1262.0
2015-06-02T11:00:00.000000Z,99.625,99.625,99.625,1479.0
2015-06-02T11:15:00.000000Z,99.75,99.75,99.6875,1502.0
2015-06-02T11:30:00.000000Z,99.75,99.75,99.75,1557.0
2015-06-02T11:45:00.000000Z,99.75,99.75,99.6875,1125.0
2015-06-02T12:00:00.000000Z,99.75,99.8125,99.75,1591.0
2015-06-02T12:15:00.000000Z,99.75,99.75,99.6875,2602.0
2015-06-02T12:30:00.000000Z,99.75,99.75,99.75,1942.0
2015-06-02T12:45:00.000000Z,99.75,99.75,99.75,1549.0
2015-06-02T13:00:00.000000Z,99.8125,99.8125,99.8125,3946.0
2015-06-02T13:15:00.000000Z,99.8125,99.8125,99.8125,5160.0
2015-06-02T13:30:00.000000Z,99.75,99.75,99.6875,3222.0
2015-06-02T13:45:00.000000Z,99.75,99.75,99.6875,3120.0
2015-06-02T14:00:00.000000Z,99.625,99.625,99.625,4804.0
2015-06-02T14:15:00.000000Z,99.625,99.625,99.5625,2520.0
2015-06-02T14:30:00.000000Z,99.6875,99.6875,99.6875,2288.0
2015-06-02T14:45:00.000000Z,99.75,99.75,99.75,2148.0
2015-06-02T15:00:00.000000Z,99.75,99.8125,99.75,2031.0
2015-06-02T15:15:00.000000Z,99.75,99.75,99.75,1775.0
2015-06-02T15:30:00.000000Z,99.8125,99.8125,99.8125,1205.0
2015-06-02T15:45:00.000000Z,100.0,100.0,99.9375,1249.0
2015-06-02T16:00:00.000000Z,100.125,100.125,100.0625,1501.0
2015-06-02T16:15:00.000000Z,100.125,100.125,100.125,1643.0
2015-06-02T16:30:00.000000Z,100.125,100.1875,100.125,2694.0
2015-06-02T16:45:00.000000Z,100.125,100.125,100.125,1493.0
2015-06-02T17:00:00.000000Z,100.125,100.125,100.0625,1461.0
2015-06-02T17:15:00.000000Z,100.0,100.0625,100.0,1192.0
2015-06-02T17:30:00.000000Z,100.0,100.0,100.0,754.0
2015-06-02T17:45:00.000000Z,100.0625,100.0625,100.0625,694.0
2015-06-02T18:00:00.000000Z,100.0,100.0,99.9375,515.0
2015-06-02T18:15:00.000000Z,99.9375,99.9375,99.9375,859.0
2015-06-02T18:30:00.000000Z,99.9375,99.9375,99.9375,684.0
2015-06-02T18:45:00.000000Z,100.0625,100.0625,100.0625,1076.0
2015-06-02T19:00:00.000000Z,100.0,100.0,100.0,815.0
2015-06-02T19:15:00.000000Z,100.0,100.0,99.9375,581.0
2015-06-02T19:30:00.000000Z,100.0,100.0,100.0,707.0
2015-06-02T19:45:00.000000Z,100.0,100.0625,100.0,666.0
2015-06-02T20:00:00.000000Z,100.0,100.0,100.0,534.0
2015-06-02T20:15:00.000000Z,100.0,100.0,100.0,528.0
2015-06-02T20:30:00.000000Z,100.0,100.0,100.0,258.0
2015-06-02T20:45:00.000000Z,100.125,100.125,100.0625,407.0
2015-06-02T21:00:00.000000Z,100.0,100.0625,100.0,210.0
2015-06-02T21:15:00.000000Z,100.0,100.0625,100.0,246.0
2015-06-02T21:30:00.000000Z,100.0,100.0625,100.0,374.0
2015-06-02T21:45:00.000000Z,100.0,100.0625,100.0,404.0
2015-06-02T22:00:00.000000Z,100.0,100.0,100.0,1211.0
2015-06-02T22:15:00.000000Z,100.0,100.0,100.0,518.0
2015-06-02T22:30:00.000000Z,100.0,100.0,100.0,339.0
2015-06-02T22:45:00.000000Z,100.0,100.0,99.9375,473.0
2015-06-02T23:00:00.000000Z,100.0,100.0,99.9375,595.0
2015-06-02T23:15:00.000000Z,99.9375,99.9375,99.9375,558.0
2015-06-02T23:30:00.000000Z,99.875,99.9375,99.875,663.0
2015-06-02T23:45:00.000000Z,99.875,99.9375,99.875,617.0
2015-06-03T00:00:00.000000Z,99.9375,99.9375,99.9375,643.0
2015-06-03T00:15:00.000000Z,100.0,100.0,99.9375,802.0
2015-06-03T00:30:00.000000Z,100.0,100.0,100.0,885.0
2015-06-03T00:45:00.000000Z,100.0,100.0,100.0,781.0
2015-06-03T01:00:00.000000Z,100.0,100.0,99.9375,862.0
2015-06-03T01:15:00.000000Z,100.0,100.0,99.9375,738.0
2015-06-03T01:30:00.000000Z,100.0,100.0625,100.0,1921.0
2015-06-03T01:45:00.000000Z,100.0,100.0625,100.0,1260.0
2015-06-03T02:00:00.000000Z,100.0,100.0625,100.0,1214.0
2015-06-03T02:15:00.000000Z,100.0,100.0,100.0,616.0
2015-06-03T02:30:00.000000Z,100.0,100.0,99.9375,731.0
2015-06-03T02:45:00.000000Z,100.0,100.0,100.0,463.0
2015-06-03T03:00:00.000000Z,100.0,100.0,100.0,303.0
2015-06-03T03:15:00.000000Z,100.0,100.0,100.0,307.0
2015-06-03T03:30:00.000000Z,100.0,100.0625,100.0,785.0
2015-06-03T03:45:00.000000Z,100.0,100.0625,100.0,683.0
2015-06-03T04:00:00.000000Z,100.0,100.0,100.0,588.0
2015-06-03T04:15:00.000000Z,100.0,100.0,100.0,596.0
2015-06-03T04:30:00.000000Z,100.0,100.0,99.9375,543.0
2015-06-03T04:45:00.000000Z,99.9375,99.9375,99.9375,638.0
2015-06-03T05:00:00.000000Z,99.9375,99.9375,99.9375,988.0
2015-06-03T05:15:00.000000Z,99.9375,99.9375,99.9375,1090.0
2015-06-03T05:30:00.000000Z,100.0,100.0,100.0,920.0
2015-06-03T05:45:00.000000Z,99.9375,99.9375,99.9375,863.0
2015-06-03T06:00:00.000000Z,100.0,100.0,99.9375,1168.0
2015-06-03T06:15:00.000000Z,100.0,100.0,99.9375,1037.0
2015-06-03T06:30:00.000000Z,100.0,100.0,100.0,1316.0
2015-06-03T06:45:00.000000Z,100.0,100.0,100.0,1184.0
2015-06-03T07:00:00.000000Z,100.0,100.0,100.0,2432.0
2015-06-03T07:15:00.000000Z,100.0,100.0,99.9375,2048.0
2015-06-03T07:30:00.000000Z,100.0,100.0,100.0,1765.0
2015-06-03T07:45:00.000000Z,100.0,100.0,100.0,2030.0
2015-06-03T08:00:00.000000Z,100.0,100.0,100.0,1496.0
2015-06-03T08:15:00.000000Z,100.0,100.0625,100.0,1410.0
2015-06-03T08:30:00.000000Z,100.0,100.0,100.0,1960.0
2015-06-03T08:45:00.000000Z,100.0,100.0,100.0,1422.0
2015-06-03T09:00:00.000000Z,100.0,100.0,100.0,1899.0
2015-06-03T09:15:00.000000Z,100.0,100.0,100.0,1314.0
2015-06-03T09:30:00.000000Z,99.9375,99.9375,99.9375,1190.0
2015-06-03T09:45:00.000000Z,99.875,99.875,99.8125,1166.0
2015-06-03T10:00:00.000000Z,99.875,99.9375,99.875,1322.0
2015-06-03T10:15:00.000000Z,100.0,100.0,99.9375,1039.0
2015-06-03T10:30:00.000000Z,100.0,100.0,99.9375,947.0
2015-06-03T10:45:00.000000Z,99.9375,99.9375,99.9375,1006.0
2015-06-03T11:00:00.000000Z,99.875,99.9375,99.875,1132.0
2015-06-03T11:15:00.000000Z,100.0,100.0,99.9375,1070.0
2015-06-03T11:30:00.000000Z,100.0,100.0625,100.0,1083.0
2015-06-03T11:45:00.000000Z,100.0,100.0625,100.0,1678.0
2015-06-03T12:00:00.000000Z,100.0,100.0,99.9375,1452.0
2015-06-03T12:15:00.000000Z,99.9375,100.0,99.875,3108.0
2015-06-03T12:30:00.000000Z,99.75,99.75,99.6875,5484.0
2015-06-03T12:45:00.000000Z,99.75,99.75,99.6875,3780.0
2015-06-03T13:00:00.000000Z,99.75,99.8125,99.75,4640.0
2015-06-03T13:15:00.000000Z,99.8125,99.8125,99.8125,3456.0
2015-06-03T13:30:00.000000Z,99.75,99.75,99.6875,4492.0
2015-06-03T13:45:00.000000Z,99.75,99.8125,99.75,3252.0
2015-06-03T14:00:00.000000Z,99.875,99.875,99.8125,5080.0
2015-06-03T14:15:00.000000Z,99.9375,99.9375,99.9375,2652.0
2015-06-03T14:30:00.000000Z,99.875,99.9375,99.875,2914.0
2015-06-03T14:45:00.000000Z,99.75,99.75,99.6875,2260.0
2015-06-03T15:00:00.000000Z,99.75,99.8125,99.75,2228.0
2015-06-03T15:15:00.000000Z,99.875,99.875,99.875,1958.0
2015-06-03T15:30:00.000000Z,99.8125,99.8125,99.8125,1832.0
2015-06-03T15:45:00.000000Z,99.75,99.75,99.75,1160.0
2015-06-03T16:00:00.000000Z,99.75,99.8125,99.75,1139.0
2015-06-03T16:15:00.000000Z,99.8125,99.8125,99.8125,797.0
2015-06-03T16:30:00.000000Z,99.875,99.875,99.875,987.0
2015-06-03T16:45:00.000000Z,99.875,99.875,99.875,1235.0
2015-06-03T17:00:00.000000Z,99.8125,99.8125,99.8125,1035.0
2015-06-03T17:15:00.000000Z,99.75,99.8125,99.75,675.0
2015-06-03T17:30:00.000000Z,99.75,99.75,99.75,559.0
2015-06-03T17:45:00.000000Z,99.8125,99.8125,99.8125,762.0
2015-06-03T18:00:00.000000Z,99.875,99.875,99.875,704.0
2015-06-03T18:15:00.000000Z,99.875,99.875,99.875,539.0
2015-06-03T18:30:00.000000Z,99.75,99.8125,99.75,437.0
2015-06-03T18:45:00.000000Z,99.8125,99.8125,99.8125,535.0
2015-06-03T19:00:00.000000Z,99.8125,99.8125,99.8125,345.0
2015-06-03T19:15:00.000000Z,99.8125,99.8125,99.8125,406.0
2015-06-03T19:30:00.000000Z,99.75,99.8125,99.75,425.0
2015-06-03T19:45:00.000000Z,99.75,99.75,99.75,455.0
2015-06-03T20:00:00.000000Z,99.8125,99.8125,99.8125,339.0
2015-06-03T20:15:00.000000Z,99.75,99.8125,99.75,273.0
2015-06-03T20:30:00.000000Z,99.75,99.75,99.6875,579.0
2015-06-03T20:45:00.000000Z,99.75,99.8125,99.75,533.0
2015-06-03T21:00:00.000000Z,99.75,99.8125,99.75,242.0
2015-06-03T21:15:00.000000Z,99.75,99.8125,99.75,447.0
2015-06-03T21:30:00.000000Z,99.75,99.8125,99.75,497.0
2015-06-03T21:45:00.000000Z,99.75,99.8125,99.75,202.0
2015-06-03T22:00:00.000000Z,99.75,99.8125,99.75,414.0
2015-06-03T22:15:00.000000Z,99.75,99.8125,99.75,391.0
2015-06-03T22:30:00.000000Z,99.8125,99.8125,99.8125,270.0
2015-06-03T22:45:00.000000Z,99.75,99.8125,99.75,297.0
2015-06-03T23:00:00.000000Z,99.75,99.8125,99.75,463.0
2015-06-03T23:15:00.000000Z,99.8125,99.8125,99.8125,312.0
2015-06-03T23:30:00.000000Z,99.8125,99.8125,99.8125,338.0
2015-06-03T23:45:00.000000Z,99.8125,99.8125,99.8125,645.0
2015-06-04T00:00:00.000000Z,99.875,99.875,99.8125,712.0
2015-06-04T00:15:00.000000Z,99.8125,99.8125,99.8125,602.0
2015-06-04T00:30:00.000000Z,99.875,99.875,99.8125,441.0
2015-06-04T00:45:00.000000Z,99.875,99.875,99.8125,676.0
2015-06-04T01:00:00.000000Z,99.875,99.875,99.8125,595.0
2015-06-04T01:15:00.000000Z,99.875,99.9375,99.875,707.0
2015-06-04T01:30:00.000000Z,99.875,99.875,99.875,1413.0
2015-06-04T01:45:00.000000Z,99.9375,99.9375,99.9375,988.0
2015-06-04T02:00:00.000000Z,99.9375,99.9375,99.9375,699.0
2015-06-04T02:15:00.000000Z,99.9375,99.9375,99.9375,592.0
2015-06-04T02:30:00.000000Z,100.0,100.0,99.9375,334.0
2015-06-04T02:45:00.000000Z,100.0,100.0,99.9375,428.0
2015-06-04T03:00:00.000000Z,100.0,100.0,99.9375,415.0
