time,BNP.GBPPLN - GBP/PLN_x,closeAsk,closeBid,volume
2004-07-11T21:00:00.000000Z,6.732421875,6.73828125,6.7265625,2.0
2004-07-12T21:00:00.000000Z,6.716796875,6.72265625,6.7109375,2.0
2004-07-13T21:00:00.000000Z,6.658203125,6.66015625,6.65625,2.0
2004-07-14T21:00:00.000000Z,6.69140625,6.6953125,6.6875,2.0
2004-07-15T21:00:00.000000Z,6.662109375,6.6875,6.63671875,2.0
2004-07-17T21:00:00.000000Z,6.658203125,6.68359375,6.6328125,2.0
2004-07-18T21:00:00.000000Z,6.666015625,6.671875,6.66015625,2.0
2004-07-19T21:00:00.000000Z,6.708984375,6.71484375,6.703125,2.0
2004-07-20T21:00:00.000000Z,6.708984375,6.71484375,6.703125,2.0
2004-07-21T21:00:00.000000Z,6.68359375,6.6875,6.6796875,2.0
2004-07-22T21:00:00.000000Z,6.724609375,6.75,6.69921875,2.0
2004-07-24T21:00:00.000000Z,6.732421875,6.7578125,6.70703125,2.0
2004-07-25T21:00:00.000000Z,6.732421875,6.73828125,6.7265625,2.0
2004-07-26T21:00:00.000000Z,6.685546875,6.69140625,6.6796875,2.0
2004-07-27T21:00:00.000000Z,6.689453125,6.69140625,6.6875,2.0
2004-07-28T21:00:00.000000Z,6.59765625,6.6015625,6.59375,2.0
2004-07-29T21:00:00.000000Z,6.630859375,6.65625,6.60546875,2.0
2004-07-31T21:00:00.000000Z,6.626953125,6.65234375,6.6015625,2.0
2004-08-01T21:00:00.000000Z,6.673828125,6.6796875,6.66796875,2.0
2004-08-02T21:00:00.000000Z,6.693359375,6.69921875,6.6875,2.0
2004-08-03T21:00:00.000000Z,6.669921875,6.6796875,6.66015625,2.0
2004-08-04T21:00:00.000000Z,6.638671875,6.6484375,6.62890625,2.0
2004-08-05T21:00:00.000000Z,6.587890625,6.61328125,6.5625,2.0
2004-08-07T21:00:00.000000Z,6.595703125,6.62109375,6.5703125,2.0
2004-08-08T21:00:00.000000Z,6.568359375,6.57421875,6.5625,2.0
2004-08-09T21:00:00.000000Z,6.58984375,6.59765625,6.58203125,2.0
2004-08-10T21:00:00.000000Z,6.611328125,6.6171875,6.60546875,2.0
2004-08-11T21:00:00.000000Z,6.572265625,6.578125,6.56640625,2.0
2004-08-12T21:00:00.000000Z,6.619140625,6.64453125,6.59375,2.0
2004-08-14T21:00:00.000000Z,6.623046875,6.6484375,6.59765625,2.0
2004-08-15T21:00:00.000000Z,6.603515625,6.609375,6.59765625,2.0
2004-08-16T21:00:00.000000Z,6.572265625,6.578125,6.56640625,2.0
2004-08-17T21:00:00.000000Z,6.583984375,6.58984375,6.578125,2.0
2004-08-18T21:00:00.000000Z,6.634765625,6.640625,6.62890625,2.0
2004-08-19T21:00:00.000000Z,6.595703125,6.62109375,6.5703125,2.0
2004-08-21T21:00:00.000000Z,6.595703125,6.62109375,6.5703125,2.0
2004-08-22T21:00:00.000000Z,6.591796875,6.59765625,6.5859375,2.0
2004-08-23T21:00:00.000000Z,6.583984375,6.58984375,6.578125,2.0
2004-08-24T21:00:00.000000Z,6.587890625,6.59375,6.58203125,2.0
2004-08-25T21:00:00.000000Z,6.67578125,6.68359375,6.66796875,2.0
2004-08-26T21:00:00.000000Z,6.6328125,6.65625,6.609375,2.0
2004-08-28T21:00:00.000000Z,6.607421875,6.6328125,6.58203125,2.0
2004-08-29T21:00:00.000000Z,6.630859375,6.63671875,6.625,2.0
2004-08-30T21:00:00.000000Z,6.583984375,6.58984375,6.578125,2.0
2004-08-31T21:00:00.000000Z,6.548828125,6.5546875,6.54296875,2.0
2004-09-01T21:00:00.000000Z,6.521484375,6.52734375,6.515625,2.0
2004-09-02T21:00:00.000000Z,6.513671875,6.5390625,6.48828125,2.0
2004-09-03T21:00:00.000000Z,6.513671875,6.5390625,6.48828125,2.0
2004-09-05T21:00:00.000000Z,6.48828125,6.4921875,6.484375,2.0
2004-09-06T21:00:00.000000Z,6.431640625,6.4375,6.42578125,2.0
2004-09-07T21:00:00.000000Z,6.431640625,6.4375,6.42578125,2.0
2004-09-08T21:00:00.000000Z,6.427734375,6.43359375,6.421875,2.0
2004-09-09T21:00:00.000000Z,6.4453125,6.46875,6.421875,2.0
2004-09-11T21:00:00.000000Z,6.453125,6.4765625,6.4296875,2.0
2004-09-12T21:00:00.000000Z,6.427734375,6.43359375,6.421875,2.0
2004-09-13T21:00:00.000000Z,6.419921875,6.42578125,6.4140625,2.0
2004-09-14T21:00:00.000000Z,6.353515625,6.35546875,6.3515625,2.0
2004-09-15T21:00:00.000000Z,6.404296875,6.40625,6.40234375,2.0
2004-09-16T21:00:00.000000Z,6.388671875,6.4140625,6.36328125,2.0
2004-09-18T21:00:00.000000Z,6.38671875,6.41015625,6.36328125,2.0
2004-09-19T21:00:00.000000Z,6.32421875,6.33203125,6.31640625,2.0
2004-09-20T21:00:00.000000Z,6.283203125,6.2890625,6.27734375,2.0
2004-09-21T21:00:00.000000Z,6.341796875,6.34765625,6.3359375,2.0
2004-09-22T21:00:00.000000Z,6.353515625,6.359375,6.34765625,2.0
2004-09-23T21:00:00.000000Z,6.40234375,6.42578125,6.37890625,2.0
2004-09-25T21:00:00.000000Z,6.400390625,6.42578125,6.375,2.0
2004-09-26T21:00:00.000000Z,6.41796875,6.42578125,6.41015625,2.0
2004-09-27T21:00:00.000000Z,6.404296875,6.41015625,6.3984375,2.0
2004-09-28T21:00:00.000000Z,6.37109375,6.375,6.3671875,2.0
2004-09-29T21:00:00.000000Z,6.361328125,6.3671875,6.35546875,2.0
2004-09-30T21:00:00.000000Z,6.2890625,6.3125,6.265625,2.0
2004-10-02T21:00:00.000000Z,6.298828125,6.32421875,6.2734375,2.0
2004-10-03T21:00:00.000000Z,6.279296875,6.28515625,6.2734375,4.0
2004-10-04T21:00:00.000000Z,6.244140625,6.25,6.23828125,2.0
2004-10-05T21:00:00.000000Z,6.279296875,6.28515625,6.2734375,2.0
2004-10-06T21:00:00.000000Z,6.267578125,6.2734375,6.26171875,2.0
2004-10-07T21:00:00.000000Z,6.27734375,6.30078125,6.25390625,2.0
2004-10-09T21:00:00.000000Z,6.279296875,6.3046875,6.25390625,2.0
2004-10-10T21:00:00.000000Z,6.2734375,6.28125,6.265625,2.0
2004-10-11T21:00:00.000000Z,6.255859375,6.26171875,6.25,2.0
2004-10-12T21:00:00.000000Z,6.244140625,6.25,6.23828125,2.0
2004-10-13T21:00:00.000000Z,6.240234375,6.24609375,6.234375,2.0
2004-10-14T21:00:00.000000Z,6.228515625,6.25390625,6.203125,2.0
2004-10-16T21:00:00.000000Z,6.224609375,6.25,6.19921875,2.0
2004-10-17T21:00:00.000000Z,6.189453125,6.1953125,6.18359375,2.0
2004-10-18T21:00:00.000000Z,6.16796875,6.17578125,6.16015625,2.0
2004-10-19T21:00:00.000000Z,6.205078125,6.2109375,6.19921875,2.0
2004-10-20T21:00:00.000000Z,6.208984375,6.21484375,6.203125,2.0
2004-10-23T21:00:00.000000Z,6.19140625,6.21484375,6.16796875,2.0
2004-10-24T21:00:00.000000Z,6.294921875,6.30078125,6.2890625,2.0
2004-10-25T21:00:00.000000Z,6.251953125,6.2578125,6.24609375,2.0
2004-10-26T21:00:00.000000Z,6.236328125,6.2421875,6.23046875,2.0
2004-10-27T21:00:00.000000Z,6.232421875,6.23828125,6.2265625,2.0
2004-10-30T21:00:00.000000Z,6.232421875,6.2578125,6.20703125,2.0
2004-10-31T22:00:00.000000Z,6.205078125,6.2109375,6.19921875,2.0
2004-11-01T22:00:00.000000Z,6.21875,6.2265625,6.2109375,2.0
2004-11-02T22:00:00.000000Z,6.201171875,6.20703125,6.1953125,2.0
2004-11-03T22:00:00.000000Z,6.1484375,6.15625,6.140625,2.0
2004-11-04T22:00:00.000000Z,6.119140625,6.14453125,6.09375,2.0
2004-11-06T22:00:00.000000Z,6.119140625,6.14453125,6.09375,2.0
2004-11-07T22:00:00.000000Z,6.138671875,6.14453125,6.1328125,2.0
2004-11-08T22:00:00.000000Z,6.12890625,6.13671875,6.12109375,2.0
2004-11-09T22:00:00.000000Z,6.12109375,6.12890625,6.11328125,2.0
2004-11-10T22:00:00.000000Z,6.107421875,6.109375,6.10546875,2.0
2004-11-11T22:00:00.000000Z,6.1171875,6.140625,6.09375,2.0
2004-11-13T22:00:00.000000Z,6.119140625,6.14453125,6.09375,2.0
2004-11-14T22:00:00.000000Z,6.072265625,6.078125,6.06640625,2.0
2004-11-15T22:00:00.000000Z,6.087890625,6.09375,6.08203125,2.0
2004-11-16T22:00:00.000000Z,6.048828125,6.0546875,6.04296875,2.0
2004-11-17T22:00:00.000000Z,6.068359375,6.07421875,6.0625,2.0
2004-11-18T22:00:00.000000Z,6.037109375,6.0625,6.01171875,2.0
2004-11-20T22:00:00.000000Z,6.03515625,6.05859375,6.01171875,2.0
2004-11-21T22:00:00.000000Z,6.0078125,6.015625,6.0,2.0
2004-11-22T22:00:00.000000Z,6.001953125,6.0078125,5.99609375,2.0
2004-11-23T22:00:00.000000Z,5.998046875,6.00390625,5.9921875,2.0
2004-11-24T22:00:00.000000Z,6.013671875,6.01953125,6.0078125,2.0
2004-11-25T22:00:00.000000Z,6.021484375,6.046875,5.99609375,2.0
2004-11-27T22:00:00.000000Z,6.021484375,6.046875,5.99609375,2.0
2004-11-28T22:00:00.000000Z,6.013671875,6.01953125,6.0078125,2.0
2004-11-29T22:00:00.000000Z,6.01953125,6.02734375,6.01171875,2.0
2004-11-30T22:00:00.000000Z,6.04296875,6.05078125,6.03515625,2.0
2004-12-01T22:00:00.000000Z,6.04296875,6.046875,6.0390625,2.0
2004-12-02T22:00:00.000000Z,6.029296875,6.0546875,6.00390625,2.0
2004-12-04T22:00:00.000000Z,6.041015625,6.06640625,6.015625,2.0
2004-12-05T22:00:00.000000Z,6.044921875,6.05078125,6.0390625,2.0
2004-12-06T22:00:00.000000Z,6.052734375,6.05859375,6.046875,2.0
2004-12-07T22:00:00.000000Z,6.068359375,6.07421875,6.0625,2.0
2004-12-08T22:00:00.000000Z,6.06640625,6.07421875,6.05859375,2.0
2004-12-09T22:00:00.000000Z,6.095703125,6.12109375,6.0703125,2.0
2004-12-11T22:00:00.000000Z,6.095703125,6.12109375,6.0703125,2.0
2004-12-12T22:00:00.000000Z,6.068359375,6.07421875,6.0625,2.0
2004-12-13T22:00:00.000000Z,6.052734375,6.0546875,6.05078125,2.0
2004-12-14T22:00:00.000000Z,6.021484375,6.0234375,6.01953125,2.0
2004-12-15T22:00:00.000000Z,6.068359375,6.0703125,6.06640625,2.0
2004-12-16T22:00:00.000000Z,6.052734375,6.078125,6.02734375,2.0
2004-12-18T22:00:00.000000Z,6.056640625,6.08203125,6.03125,2.0
2004-12-19T22:00:00.000000Z,5.9765625,5.984375,5.96875,2.0
2004-12-20T22:00:00.000000Z,5.912109375,5.91796875,5.90625,2.0
2004-12-21T22:00:00.000000Z,5.828125,5.8359375,5.8203125,2.0
2004-12-22T22:00:00.000000Z,5.802734375,5.80859375,5.796875,2.0
2004-12-23T22:00:00.000000Z,5.783203125,5.80859375,5.7578125,2.0
2004-12-25T22:00:00.000000Z,5.7890625,5.8125,5.765625,2.0
2004-12-26T22:00:00.000000Z,5.771484375,5.77734375,5.765625,2.0
2004-12-27T22:00:00.000000Z,5.740234375,5.74609375,5.734375,2.0
2004-12-28T22:00:00.000000Z,5.748046875,5.75390625,5.7421875,2.0
2004-12-29T22:00:00.000000Z,5.7578125,5.76171875,5.75390625,2.0
2004-12-30T22:00:00.000000Z,5.7734375,5.796875,5.75,2.0
2005-01-01T22:00:00.000000Z,5.7890625,5.8125,5.765625,640.0
2005-01-02T22:00:00.000000Z,5.76953125,5.78515625,5.75390625,46016.0
2005-01-03T22:00:00.000000Z,5.826171875,5.83203125,5.8203125,inf
2005-01-04T22:00:00.000000Z,5.83203125,5.83984375,5.82421875,59264.0
2005-01-05T22:00:00.000000Z,5.837890625,5.84375,5.83203125,51200.0
2005-01-06T22:00:00.000000Z,5.865234375,5.890625,5.83984375,55776.0
2005-01-08T22:00:00.000000Z,5.865234375,5.890625,5.83984375,353.0
2005-01-09T22:00:00.000000Z,5.822265625,5.828125,5.81640625,44224.0
2005-01-10T22:00:00.000000Z,5.810546875,5.81640625,5.8046875,49952.0
2005-01-11T22:00:00.000000Z,5.798828125,5.8046875,5.79296875,51712.0
2005-01-12T22:00:00.000000Z,5.775390625,5.78125,5.76953125,47328.0
2005-01-13T22:00:00.000000Z,5.810546875,5.8359375,5.78515625,inf
2005-01-15T22:00:00.000000Z,5.810546875,5.8359375,5.78515625,605.0
2005-01-16T22:00:00.000000Z,5.79296875,5.80078125,5.78515625,40800.0
2005-01-17T22:00:00.000000Z,5.876953125,5.8828125,5.87109375,64096.0
2005-01-18T22:00:00.000000Z,5.876953125,5.8828125,5.87109375,inf
2005-01-19T22:00:00.000000Z,5.912109375,5.91796875,5.90625,inf
2005-01-20T22:00:00.000000Z,5.876953125,5.90234375,5.8515625,64352.0
2005-01-21T22:00:00.000000Z,5.87890625,5.90234375,5.85546875,61.0
2005-01-22T22:00:00.000000Z,5.873046875,5.8984375,5.84765625,582.0
2005-01-23T22:00:00.000000Z,5.8515625,5.859375,5.84375,51872.0
2005-01-24T22:00:00.000000Z,5.85546875,5.86328125,5.84765625,59392.0
2005-01-25T22:00:00.000000Z,5.86328125,5.87109375,5.85546875,55680.0
2005-01-26T22:00:00.000000Z,5.884765625,5.890625,5.87890625,55872.0
2005-01-27T22:00:00.000000Z,5.861328125,5.88671875,5.8359375,52768.0
2005-01-28T22:00:00.000000Z,5.861328125,5.88671875,5.8359375,57.0
2005-01-29T22:00:00.000000Z,5.869140625,5.89453125,5.84375,307.0
2005-01-30T22:00:00.000000Z,5.869140625,5.875,5.86328125,53152.0
2005-01-31T22:00:00.000000Z,5.859375,5.8671875,5.8515625,50784.0
2005-02-01T22:00:00.000000Z,5.818359375,5.82421875,5.8125,54752.0
2005-02-02T22:00:00.000000Z,5.77734375,5.78515625,5.76953125,54688.0
2005-02-03T22:00:00.000000Z,5.78515625,5.80859375,5.76171875,53280.0
2005-02-04T22:00:00.000000Z,5.783203125,5.80859375,5.7578125,95.0
2005-02-05T22:00:00.000000Z,5.787109375,5.8125,5.76171875,1244.0
2005-02-06T22:00:00.000000Z,5.763671875,5.76953125,5.7578125,44448.0
2005-02-07T22:00:00.000000Z,5.8125,5.8203125,5.8046875,39360.0
2005-02-08T22:00:00.000000Z,5.798828125,5.8046875,5.79296875,49600.0
2005-02-09T22:00:00.000000Z,5.82421875,5.83203125,5.81640625,49120.0
2005-02-10T22:00:00.000000Z,5.822265625,5.84765625,5.796875,44288.0
2005-02-11T22:00:00.000000Z,5.822265625,5.84765625,5.796875,2.0
2005-02-12T22:00:00.000000Z,5.826171875,5.8515625,5.80078125,372.0
2005-02-13T22:00:00.000000Z,5.826171875,5.83203125,5.8203125,45888.0
2005-02-14T22:00:00.000000Z,5.791015625,5.796875,5.78515625,52704.0
2005-02-15T22:00:00.000000Z,5.765625,5.7734375,5.7578125,57728.0
2005-02-16T22:00:00.000000Z,5.791015625,5.796875,5.78515625,52544.0
2005-02-17T22:00:00.000000Z,5.783203125,5.80859375,5.7578125,46624.0
2005-02-18T22:00:00.000000Z,5.783203125,5.80859375,5.7578125,1.0
2005-02-19T22:00:00.000000Z,5.78125,5.8046875,5.7578125,1023.0
2005-02-20T22:00:00.000000Z,5.791015625,5.796875,5.78515625,24512.0
2005-02-21T22:00:00.000000Z,5.70703125,5.71484375,5.69921875,46272.0
2005-02-22T22:00:00.000000Z,5.685546875,5.69140625,5.6796875,59424.0
2005-02-23T22:00:00.000000Z,5.69921875,5.70703125,5.69140625,59392.0
2005-02-24T22:00:00.000000Z,5.669921875,5.6953125,5.64453125,56960.0
2005-02-26T22:00:00.000000Z,5.666015625,5.69140625,5.640625,262.0
2005-02-27T22:00:00.000000Z,5.646484375,5.65234375,5.640625,52448.0
2005-02-28T22:00:00.000000Z,5.705078125,5.7109375,5.69921875,55520.0
2005-03-01T22:00:00.000000Z,5.736328125,5.7421875,5.73046875,41600.0
2005-03-02T22:00:00.000000Z,5.720703125,5.7265625,5.71484375,36800.0
2005-03-03T22:00:00.000000Z,5.669921875,5.6953125,5.64453125,37920.0
2005-03-04T22:00:00.000000Z,5.669921875,5.6953125,5.64453125,2.0
2005-03-05T22:00:00.000000Z,5.671875,5.6953125,5.6484375,1056.0
2005-03-06T22:00:00.000000Z,5.62890625,5.63671875,5.62109375,33312.0
2005-03-07T22:00:00.000000Z,5.626953125,5.6328125,5.62109375,38912.0
2005-03-08T22:00:00.000000Z,5.619140625,5.625,5.61328125,53632.0
2005-03-09T22:00:00.000000Z,5.697265625,5.703125,5.69140625,62112.0
2005-03-10T22:00:00.000000Z,5.654296875,5.6796875,5.62890625,56064.0
2005-03-11T22:00:00.000000Z,5.654296875,5.6796875,5.62890625,2.0
2005-03-12T22:00:00.000000Z,5.65234375,5.67578125,5.62890625,525.0
2005-03-13T22:00:00.000000Z,5.736328125,5.7421875,5.73046875,50624.0
2005-03-14T22:00:00.000000Z,5.83203125,5.8359375,5.828125,52544.0
2005-03-15T22:00:00.000000Z,5.86328125,5.8671875,5.859375,42752.0
2005-03-16T22:00:00.000000Z,5.87109375,5.875,5.8671875,41568.0
2005-03-17T22:00:00.000000Z,5.826171875,5.8515625,5.80078125,37056.0
2005-03-18T22:00:00.000000Z,5.826171875,5.8515625,5.80078125,1.0
2005-03-19T22:00:00.000000Z,5.82421875,5.84765625,5.80078125,491.0
2005-03-20T22:00:00.000000Z,5.857421875,5.86328125,5.8515625,42272.0
2005-03-21T22:00:00.000000Z,5.931640625,5.9375,5.92578125,41024.0
2005-03-22T22:00:00.000000Z,5.97265625,5.9765625,5.96875,47680.0
2005-03-23T22:00:00.000000Z,5.951171875,5.95703125,5.9453125,40608.0
2005-03-24T22:00:00.000000Z,5.958984375,5.984375,5.93359375,10064.0
2005-03-26T22:00:00.000000Z,5.958984375,5.984375,5.93359375,176.0
2005-03-27T22:00:00.000000Z,6.03515625,6.04296875,6.02734375,29120.0
2005-03-28T22:00:00.000000Z,6.01953125,6.02734375,6.01171875,39904.0
2005-03-29T22:00:00.000000Z,5.96484375,5.97265625,5.95703125,40960.0
2005-03-30T22:00:00.000000Z,5.9765625,5.984375,5.96875,40160.0
2005-03-31T22:00:00.000000Z,5.994140625,6.01953125,5.96875,40512.0
2005-04-02T22:00:00.000000Z,5.982421875,6.0078125,5.95703125,307.0
2005-04-03T21:00:00.000000Z,5.99609375,6.00390625,5.98828125,34176.0
2005-04-04T21:00:00.000000Z,6.03515625,6.04296875,6.02734375,36320.0
2005-04-05T21:00:00.000000Z,6.013671875,6.01953125,6.0078125,38464.0
2005-04-06T21:00:00.000000Z,5.962890625,5.96875,5.95703125,39584.0
2005-04-07T21:00:00.000000Z,5.990234375,6.015625,5.96484375,37792.0
2005-04-08T21:00:00.000000Z,5.990234375,6.015625,5.96484375,2.0
2005-04-09T21:00:00.000000Z,5.984375,6.0078125,5.9609375,409.0
2005-04-10T21:00:00.000000Z,5.966796875,5.97265625,5.9609375,35136.0
2005-04-11T21:00:00.000000Z,5.990234375,5.99609375,5.984375,39584.0
2005-04-12T21:00:00.000000Z,6.001953125,6.0078125,5.99609375,40640.0
2005-04-13T21:00:00.000000Z,6.052734375,6.05859375,6.046875,43616.0
2005-04-14T21:00:00.000000Z,6.07421875,6.09765625,6.05078125,44992.0
2005-04-16T21:00:00.000000Z,6.07421875,6.09765625,6.05078125,564.0
2005-04-17T21:00:00.000000Z,6.12109375,6.12890625,6.11328125,58048.0
2005-04-18T21:00:00.000000Z,6.146484375,6.15234375,6.140625,56832.0
2005-04-19T21:00:00.000000Z,6.111328125,6.11328125,6.109375,53408.0
2005-04-20T21:00:00.000000Z,6.134765625,6.13671875,6.1328125,57536.0
2005-04-21T21:00:00.000000Z,6.140625,6.1640625,6.1171875,51168.0
2005-04-22T21:00:00.000000Z,6.138671875,6.1640625,6.11328125,4.0
2005-04-23T21:00:00.000000Z,6.142578125,6.16796875,6.1171875,931.0
2005-04-24T21:00:00.000000Z,6.158203125,6.1640625,6.15234375,51168.0
2005-04-25T21:00:00.000000Z,6.169921875,6.17578125,6.1640625,49056.0
2005-04-26T21:00:00.000000Z,6.259765625,6.265625,6.25390625,53184.0
2005-04-27T21:00:00.000000Z,6.345703125,6.3515625,6.33984375,54912.0
2005-04-28T21:00:00.000000Z,6.357421875,6.3828125,6.33203125,57856.0
2005-04-29T21:00:00.000000Z,6.357421875,6.3828125,6.33203125,1.0
2005-04-30T21:00:00.000000Z,6.345703125,6.37109375,6.3203125,481.0
2005-05-01T21:00:00.000000Z,6.271484375,6.27734375,6.265625,24912.0
2005-05-02T21:00:00.000000Z,6.21484375,6.22265625,6.20703125,47968.0
2005-05-03T21:00:00.000000Z,6.158203125,6.1640625,6.15234375,50176.0
2005-05-04T21:00:00.000000Z,6.109375,6.1171875,6.1015625,50240.0
2005-05-05T21:00:00.000000Z,6.072265625,6.09765625,6.046875,49216.0
2005-05-06T21:00:00.000000Z,6.072265625,6.09765625,6.046875,2.0
2005-05-07T21:00:00.000000Z,6.072265625,6.09765625,6.046875,310.0
2005-05-08T21:00:00.000000Z,6.087890625,6.09375,6.08203125,33536.0
2005-05-09T21:00:00.000000Z,6.115234375,6.12109375,6.109375,36160.0
2005-05-10T21:00:00.000000Z,6.0703125,6.078125,6.0625,48544.0
2005-05-11T21:00:00.000000Z,6.115234375,6.12109375,6.109375,48928.0
2005-05-12T21:00:00.000000Z,6.134765625,6.16015625,6.109375,43360.0
2005-05-13T21:00:00.000000Z,6.134765625,6.16015625,6.109375,2.0
2005-05-14T21:00:00.000000Z,6.13671875,6.16015625,6.11328125,1491.0
2005-05-15T21:00:00.000000Z,6.119140625,6.125,6.11328125,52064.0
2005-05-16T21:00:00.000000Z,6.107421875,6.11328125,6.1015625,51616.0
2005-05-17T21:00:00.000000Z,6.048828125,6.0546875,6.04296875,41120.0
2005-05-18T21:00:00.000000Z,6.037109375,6.04296875,6.03125,33472.0
2005-05-19T21:00:00.000000Z,6.08203125,6.10546875,6.05859375,35968.0
2005-05-20T21:00:00.000000Z,6.08203125,6.10546875,6.05859375,2.0
2005-05-21T21:00:00.000000Z,6.087890625,6.11328125,6.0625,1316.0
2005-05-22T21:00:00.000000Z,6.08203125,6.08984375,6.07421875,32192.0
2005-05-23T21:00:00.000000Z,6.05859375,6.06640625,6.05078125,38144.0
2005-05-24T21:00:00.000000Z,6.080078125,6.0859375,6.07421875,37664.0
2005-05-25T21:00:00.000000Z,6.091796875,6.09765625,6.0859375,41728.0
2005-05-26T21:00:00.000000Z,6.009765625,6.03515625,5.984375,36960.0
2005-05-27T21:00:00.000000Z,6.009765625,6.03515625,5.984375,8.0
2005-05-28T21:00:00.000000Z,6.017578125,6.04296875,5.9921875,3338.0
2005-05-29T21:00:00.000000Z,6.052734375,6.05859375,6.046875,39616.0
2005-05-30T21:00:00.000000Z,6.162109375,6.16796875,6.15625,64352.0
2005-05-31T21:00:00.000000Z,6.162109375,6.16796875,6.15625,54464.0
2005-06-01T21:00:00.000000Z,6.091796875,6.09765625,6.0859375,60384.0
2005-06-02T21:00:00.000000Z,6.09375,6.1171875,6.0703125,46720.0
2005-06-03T21:00:00.000000Z,6.09375,6.1171875,6.0703125,2.0
2005-06-04T21:00:00.000000Z,6.087890625,6.11328125,6.0625,1759.0
2005-06-05T21:00:00.000000Z,6.072265625,6.078125,6.06640625,54112.0
2005-06-06T21:00:00.000000Z,6.068359375,6.07421875,6.0625,51712.0
2005-06-07T21:00:00.000000Z,6.03125,6.0390625,6.0234375,57184.0
2005-06-08T21:00:00.000000Z,6.013671875,6.01953125,6.0078125,56384.0
2005-06-09T21:00:00.000000Z,6.01171875,6.03515625,5.98828125,55968.0
2005-06-10T21:00:00.000000Z,6.01171875,6.03515625,5.98828125,5.0
2005-06-11T21:00:00.000000Z,6.009765625,6.03515625,5.984375,1422.0
2005-06-12T21:00:00.000000Z,6.052734375,6.0546875,6.05078125,45952.0
2005-06-13T21:00:00.000000Z,6.052734375,6.05859375,6.046875,48256.0
2005-06-14T21:00:00.000000Z,6.076171875,6.08203125,6.0703125,47392.0
2005-06-15T21:00:00.000000Z,6.0859375,6.08984375,6.08203125,47712.0
2005-06-16T21:00:00.000000Z,6.076171875,6.1015625,6.05078125,49696.0
2005-06-17T21:00:00.000000Z,6.076171875,6.1015625,6.05078125,4.0
2005-06-18T21:00:00.000000Z,6.087890625,6.11328125,6.0625,2182.0
2005-06-19T21:00:00.000000Z,6.083984375,6.08984375,6.078125,43648.0
2005-06-20T21:00:00.000000Z,6.099609375,6.10546875,6.09375,49920.0
2005-06-21T21:00:00.000000Z,6.052734375,6.05859375,6.046875,60672.0
2005-06-22T21:00:00.000000Z,6.052734375,6.05859375,6.046875,60224.0
2005-06-23T21:00:00.000000Z,6.064453125,6.08984375,6.0390625,61984.0
