time,BNP.EURSGD - EUR/SGD_x,closeAsk,closeBid,volume
2012-05-28T13:00:00.000000Z,1.601275,1.60167,1.60088,
2012-05-28T17:00:00.000000Z,1.601415,1.60186,1.60097,
2012-05-28T21:00:00.000000Z,1.601015,1.60125,1.60078,
2012-05-29T01:00:00.000000Z,1.601455,1.60168,1.60123,
2012-05-29T05:00:00.000000Z,1.601565,1.60182,1.60131,
2012-05-29T09:00:00.000000Z,1.601115,1.6013700000000002,1.60086,
2012-05-29T13:00:00.000000Z,1.597295,1.59756,1.59703,
2012-05-29T17:00:00.000000Z,1.5982500000000002,1.59868,1.59782,
2012-05-29T21:00:00.000000Z,1.5951,1.59534,1.59486,
2012-05-30T01:00:00.000000Z,1.59524,1.59546,1.59502,
2012-05-30T05:00:00.000000Z,1.5939800000000002,1.59424,1.59372,
2012-05-30T09:00:00.000000Z,1.59556,1.59582,1.5953,
2012-05-30T13:00:00.000000Z,1.598,1.59827,1.59773,
2012-05-30T17:00:00.000000Z,1.59358,1.59407,1.59309,
2012-05-30T21:00:00.000000Z,1.59395,1.59424,1.59366,
2012-05-31T01:00:00.000000Z,1.5943900000000002,1.59468,1.5941,
2012-05-31T05:00:00.000000Z,1.59449,1.59477,1.59421,
2012-05-31T09:00:00.000000Z,1.5963500000000002,1.59663,1.59607,
2012-05-31T13:00:00.000000Z,1.59217,1.59246,1.59188,
2012-05-31T17:00:00.000000Z,1.59354,1.59426,1.59282,
2012-05-31T21:00:00.000000Z,1.591255,1.5921,1.59041,
2012-06-01T01:00:00.000000Z,1.58965,1.58992,1.58938,
2012-06-01T05:00:00.000000Z,1.593085,1.5934700000000002,1.5927,
2012-06-01T09:00:00.000000Z,1.5979649999999999,1.59831,1.59762,
2012-06-01T13:00:00.000000Z,1.6013000000000002,1.60169,1.60091,
2012-06-01T17:00:00.000000Z,1.60738,1.60865,1.60611,
2012-06-01T21:00:00.000000Z,1.60738,1.60865,1.60611,
2012-06-02T21:00:00.000000Z,1.606655,1.60825,1.60506,
2012-06-03T01:00:00.000000Z,1.606015,1.60761,1.6044200000000002,
2012-06-03T05:00:00.000000Z,1.605495,1.60709,1.6039,
2012-06-03T13:00:00.000000Z,1.605045,1.60696,1.60313,
2012-06-03T17:00:00.000000Z,1.605435,1.60713,1.60374,
2012-06-03T21:00:00.000000Z,1.60277,1.60301,1.60253,
2012-06-04T01:00:00.000000Z,1.6002299999999998,1.60046,1.6,
2012-06-04T05:00:00.000000Z,1.601525,1.60178,1.60127,
2012-06-04T09:00:00.000000Z,1.601295,1.60158,1.60101,
2012-06-04T13:00:00.000000Z,1.6071799999999998,1.60748,1.60688,
2012-06-04T17:00:00.000000Z,1.60904,1.6094700000000002,1.60861,
2012-06-04T21:00:00.000000Z,1.60989,1.61012,1.60966,
2012-06-05T01:00:00.000000Z,1.61059,1.61082,1.61036,
2012-06-05T05:00:00.000000Z,1.60032,1.6008,1.59984,
2012-06-05T09:00:00.000000Z,1.6021200000000002,1.60234,1.6019,
2012-06-05T13:00:00.000000Z,1.60161,1.602,1.60122,
2012-06-05T17:00:00.000000Z,1.6018599999999998,1.60229,1.60143,
2012-06-05T21:00:00.000000Z,1.598725,1.59896,1.59849,
2012-06-06T01:00:00.000000Z,1.601,1.60123,1.60077,
2012-06-06T05:00:00.000000Z,1.599695,1.59992,1.5994700000000002,
2012-06-06T09:00:00.000000Z,1.59411,1.59448,1.59374,
2012-06-06T13:00:00.000000Z,1.60153,1.60189,1.60117,
2012-06-06T17:00:00.000000Z,1.6038100000000002,1.60424,1.60338,
2012-06-06T21:00:00.000000Z,1.603985,1.60422,1.60375,
2012-06-07T01:00:00.000000Z,1.603195,1.60342,1.60297,
2012-06-07T05:00:00.000000Z,1.6027550000000002,1.6029799999999998,1.60253,
2012-06-07T09:00:00.000000Z,1.602185,1.60247,1.6019,
2012-06-07T13:00:00.000000Z,1.602795,1.60319,1.6024,
2012-06-07T17:00:00.000000Z,1.6043500000000002,1.60478,1.60392,
2012-06-07T21:00:00.000000Z,1.6041949999999998,1.60448,1.60391,
2012-06-08T01:00:00.000000Z,1.60648,1.60676,1.6062,
2012-06-08T05:00:00.000000Z,1.60325,1.60353,1.60297,
2012-06-08T09:00:00.000000Z,1.6019700000000001,1.60225,1.60169,
2012-06-08T13:00:00.000000Z,1.604625,1.60491,1.60434,
2012-06-08T17:00:00.000000Z,1.60627,1.60754,1.605,
2012-06-08T21:00:00.000000Z,1.60523,1.60682,1.60364,
2012-06-09T01:00:00.000000Z,1.60562,1.60721,1.6040299999999998,
2012-06-09T05:00:00.000000Z,1.60542,1.60669,1.60415,
2012-06-10T01:00:00.000000Z,1.60809,1.61,1.60618,
2012-06-10T05:00:00.000000Z,1.60912,1.61166,1.60658,
2012-06-10T13:00:00.000000Z,1.6109200000000001,1.61378,1.60806,
2012-06-10T17:00:00.000000Z,1.610875,1.61278,1.60897,
2012-06-10T21:00:00.000000Z,1.6113,1.61152,1.6110799999999998,
2012-06-11T01:00:00.000000Z,1.61275,1.61305,1.61245,
2012-06-11T05:00:00.000000Z,1.61029,1.6106,1.60998,
2012-06-11T09:00:00.000000Z,1.606125,1.60641,1.60584,
2012-06-11T13:00:00.000000Z,1.60314,1.6034700000000002,1.60281,
2012-06-11T17:00:00.000000Z,1.60566,1.6064,1.60492,
2012-06-11T21:00:00.000000Z,1.603535,1.60377,1.6033,
