time,BNP.EURSGD - EUR/SGD_x,closeAsk,closeBid,volume
2015-05-18T19:00:00.000000Z,1.5017049999999998,1.5022799999999998,1.50113,
2015-05-18T19:15:00.000000Z,1.502885,1.50374,1.50203,
2015-05-18T19:30:00.000000Z,1.50319,1.5036200000000002,1.50276,
2015-05-18T19:45:00.000000Z,1.502865,1.50324,1.50249,
2015-05-18T20:00:00.000000Z,1.50337,1.50375,1.50299,
2015-05-18T20:15:00.000000Z,1.503295,1.50367,1.50292,
2015-05-18T20:30:00.000000Z,1.50348,1.50389,1.50307,
2015-05-18T20:45:00.000000Z,1.503255,1.50383,1.50268,
2015-05-18T21:00:00.000000Z,1.5025750000000002,1.50331,1.50184,
2015-05-18T21:15:00.000000Z,1.50275,1.50349,1.50201,
2015-05-18T21:30:00.000000Z,1.503035,1.5037200000000002,1.50235,
2015-05-18T21:45:00.000000Z,1.5030299999999999,1.5037200000000002,1.50234,
2015-05-18T22:00:00.000000Z,1.503005,1.5035,1.50251,
2015-05-18T22:15:00.000000Z,1.50322,1.50379,1.50265,
2015-05-18T22:30:00.000000Z,1.503205,1.50378,1.50263,
2015-05-18T22:45:00.000000Z,1.5030900000000005,1.5037200000000002,1.50246,
2015-05-18T23:00:00.000000Z,1.50303,1.50355,1.50251,
2015-05-18T23:15:00.000000Z,1.503515,1.50398,1.50305,
2015-05-18T23:30:00.000000Z,1.50364,1.50399,1.50329,
2015-05-18T23:45:00.000000Z,1.503715,1.50415,1.50328,
2015-05-19T00:00:00.000000Z,1.5031,1.5034,1.5028,
2015-05-19T00:15:00.000000Z,1.50244,1.50279,1.50209,
2015-05-19T00:30:00.000000Z,1.50244,1.50284,1.50204,
2015-05-19T00:45:00.000000Z,1.50168,1.5019999999999998,1.50136,
2015-05-19T01:00:00.000000Z,1.5015999999999998,1.50197,1.5012299999999998,
2015-05-19T01:15:00.000000Z,1.50191,1.50225,1.50157,
2015-05-19T01:30:00.000000Z,1.502005,1.50233,1.50168,
2015-05-19T01:45:00.000000Z,1.50081,1.50111,1.50051,
