time,BNP.GBPCAD - GBP/CAD_x,closeAsk,closeBid,volume
2015-05-29T16:15:00.000000Z,1.904296875,1.904296875,1.9033203125,1822.0
2015-05-29T16:30:00.000000Z,1.904296875,1.904296875,1.9033203125,1407.0
2015-05-29T16:45:00.000000Z,1.9033203125,1.9033203125,1.9033203125,1133.0
2015-05-29T17:00:00.000000Z,1.904296875,1.9052734375,1.904296875,1464.0
2015-05-29T17:15:00.000000Z,1.904296875,1.9052734375,1.904296875,1154.0
2015-05-29T17:30:00.000000Z,1.904296875,1.9052734375,1.904296875,1111.0
2015-05-29T17:45:00.000000Z,1.904296875,1.9052734375,1.904296875,1255.0
2015-05-29T18:00:00.000000Z,1.90234375,1.90234375,1.90234375,1570.0
2015-05-29T18:15:00.000000Z,1.90234375,1.90234375,1.90234375,1506.0
2015-05-29T18:30:00.000000Z,1.90234375,1.90234375,1.9013671875,1293.0
2015-05-29T18:45:00.000000Z,1.9033203125,1.9033203125,1.9033203125,1618.0
2015-05-29T19:00:00.000000Z,1.90234375,1.9033203125,1.90234375,1083.0
2015-05-29T19:15:00.000000Z,1.9033203125,1.9033203125,1.9033203125,852.0
2015-05-29T19:30:00.000000Z,1.9033203125,1.9033203125,1.9033203125,1247.0
2015-05-29T19:45:00.000000Z,1.9013671875,1.9013671875,1.9013671875,1479.0
2015-05-29T20:00:00.000000Z,1.9013671875,1.9013671875,1.9013671875,1026.0
2015-05-29T20:15:00.000000Z,1.90234375,1.9033203125,1.90234375,597.0
2015-05-29T20:30:00.000000Z,1.90234375,1.9033203125,1.90234375,1067.0
2015-05-29T20:45:00.000000Z,1.904296875,1.9052734375,1.9033203125,768.0
2015-05-31T21:00:00.000000Z,1.90234375,1.90234375,1.9013671875,34.0
2015-05-31T21:15:00.000000Z,1.90234375,1.9033203125,1.90234375,39.0
2015-05-31T21:30:00.000000Z,1.90234375,1.9033203125,1.90234375,15.0
2015-05-31T21:45:00.000000Z,1.90234375,1.9033203125,1.90234375,1.0
2015-05-31T22:00:00.000000Z,1.904296875,1.904296875,1.9033203125,216.0
2015-05-31T22:15:00.000000Z,1.904296875,1.904296875,1.9033203125,254.0
2015-05-31T22:30:00.000000Z,1.904296875,1.9052734375,1.904296875,515.0
2015-05-31T22:45:00.000000Z,1.904296875,1.9052734375,1.904296875,575.0
2015-05-31T23:00:00.000000Z,1.904296875,1.9052734375,1.904296875,399.0
2015-05-31T23:15:00.000000Z,1.904296875,1.904296875,1.9033203125,740.0
2015-05-31T23:30:00.000000Z,1.904296875,1.9052734375,1.904296875,1145.0
2015-05-31T23:45:00.000000Z,1.904296875,1.904296875,1.904296875,854.0
2015-06-01T00:00:00.000000Z,1.904296875,1.9052734375,1.904296875,950.0
2015-06-01T00:15:00.000000Z,1.904296875,1.904296875,1.904296875,1029.0
2015-06-01T00:30:00.000000Z,1.9033203125,1.9033203125,1.9033203125,844.0
2015-06-01T00:45:00.000000Z,1.904296875,1.904296875,1.9033203125,1107.0
2015-06-01T01:00:00.000000Z,1.904296875,1.904296875,1.904296875,597.0
2015-06-01T01:15:00.000000Z,1.904296875,1.904296875,1.904296875,631.0
2015-06-01T01:30:00.000000Z,1.904296875,1.904296875,1.9033203125,895.0
2015-06-01T01:45:00.000000Z,1.904296875,1.9052734375,1.904296875,849.0
2015-06-01T02:00:00.000000Z,1.904296875,1.904296875,1.904296875,576.0
2015-06-01T02:15:00.000000Z,1.904296875,1.9052734375,1.904296875,736.0
2015-06-01T02:30:00.000000Z,1.904296875,1.9052734375,1.904296875,492.0
2015-06-01T02:45:00.000000Z,1.9052734375,1.9052734375,1.9052734375,623.0
2015-06-01T03:00:00.000000Z,1.9052734375,1.9052734375,1.9052734375,482.0
2015-06-01T03:15:00.000000Z,1.9052734375,1.9052734375,1.9052734375,475.0
2015-06-01T03:30:00.000000Z,1.9052734375,1.9052734375,1.9052734375,688.0
2015-06-01T03:45:00.000000Z,1.904296875,1.9052734375,1.904296875,566.0
2015-06-01T04:00:00.000000Z,1.9052734375,1.9052734375,1.9052734375,573.0
2015-06-01T04:15:00.000000Z,1.904296875,1.9052734375,1.904296875,1064.0
2015-06-01T04:30:00.000000Z,1.9052734375,1.9052734375,1.9052734375,727.0
2015-06-01T04:45:00.000000Z,1.9052734375,1.9052734375,1.9052734375,908.0
2015-06-01T05:00:00.000000Z,1.90625,1.90625,1.90625,594.0
2015-06-01T05:15:00.000000Z,1.90625,1.90625,1.9052734375,786.0
2015-06-01T05:30:00.000000Z,1.90625,1.90625,1.9052734375,534.0
2015-06-01T05:45:00.000000Z,1.90625,1.90625,1.9052734375,694.0
2015-06-01T06:00:00.000000Z,1.90625,1.90625,1.9052734375,1271.0
2015-06-01T06:15:00.000000Z,1.90625,1.90625,1.90625,972.0
2015-06-01T06:30:00.000000Z,1.904296875,1.904296875,1.904296875,1422.0
2015-06-01T06:45:00.000000Z,1.9033203125,1.9033203125,1.9033203125,1685.0
2015-06-01T07:00:00.000000Z,1.904296875,1.9052734375,1.904296875,1918.0
2015-06-01T07:15:00.000000Z,1.9052734375,1.9052734375,1.9052734375,2372.0
2015-06-01T07:30:00.000000Z,1.904296875,1.904296875,1.904296875,2108.0
2015-06-01T07:45:00.000000Z,1.904296875,1.904296875,1.904296875,2056.0
2015-06-01T08:00:00.000000Z,1.904296875,1.9052734375,1.904296875,1747.0
2015-06-01T08:15:00.000000Z,1.90625,1.90625,1.9052734375,1693.0
2015-06-01T08:30:00.000000Z,1.90234375,1.90234375,1.90234375,2740.0
2015-06-01T08:45:00.000000Z,1.9013671875,1.9013671875,1.9013671875,2016.0
2015-06-01T09:00:00.000000Z,1.900390625,1.900390625,1.900390625,1884.0
2015-06-01T09:15:00.000000Z,1.900390625,1.900390625,1.900390625,1767.0
2015-06-01T09:30:00.000000Z,1.900390625,1.900390625,1.900390625,1800.0
2015-06-01T09:45:00.000000Z,1.900390625,1.900390625,1.900390625,1409.0
2015-06-01T10:00:00.000000Z,1.8994140625,1.8994140625,1.8994140625,1464.0
2015-06-01T10:15:00.000000Z,1.8994140625,1.8994140625,1.8994140625,1236.0
2015-06-01T10:30:00.000000Z,1.8984375,1.8994140625,1.8984375,1538.0
2015-06-01T10:45:00.000000Z,1.8984375,1.8984375,1.8984375,1550.0
2015-06-01T11:00:00.000000Z,1.8984375,1.8984375,1.8974609375,1252.0
2015-06-01T11:15:00.000000Z,1.8984375,1.8994140625,1.8984375,1348.0
2015-06-01T11:30:00.000000Z,1.900390625,1.9013671875,1.900390625,2336.0
2015-06-01T11:45:00.000000Z,1.8994140625,1.8994140625,1.8994140625,2344.0
2015-06-01T12:00:00.000000Z,1.900390625,1.900390625,1.900390625,2624.0
2015-06-01T12:15:00.000000Z,1.90234375,1.90234375,1.9013671875,2270.0
2015-06-01T12:30:00.000000Z,1.9033203125,1.9033203125,1.9033203125,3024.0
2015-06-01T12:45:00.000000Z,1.904296875,1.904296875,1.904296875,2132.0
2015-06-01T13:00:00.000000Z,1.904296875,1.9052734375,1.904296875,2450.0
2015-06-01T13:15:00.000000Z,1.904296875,1.904296875,1.9033203125,2566.0
2015-06-01T13:30:00.000000Z,1.904296875,1.9052734375,1.904296875,2550.0
2015-06-01T13:45:00.000000Z,1.90625,1.90625,1.9052734375,1924.0
2015-06-01T14:00:00.000000Z,1.90625,1.90625,1.90625,4844.0
2015-06-01T14:15:00.000000Z,1.90625,1.90625,1.90625,3246.0
2015-06-01T14:30:00.000000Z,1.908203125,1.908203125,1.9072265625,2836.0
2015-06-01T14:45:00.000000Z,1.908203125,1.908203125,1.9072265625,2684.0
2015-06-01T15:00:00.000000Z,1.90625,1.9072265625,1.90625,3444.0
2015-06-01T15:15:00.000000Z,1.9052734375,1.9052734375,1.9052734375,2358.0
2015-06-01T15:30:00.000000Z,1.9052734375,1.9052734375,1.9052734375,2276.0
2015-06-01T15:45:00.000000Z,1.9052734375,1.9052734375,1.9052734375,1877.0
2015-06-01T16:00:00.000000Z,1.9052734375,1.9052734375,1.9052734375,2188.0
2015-06-01T16:15:00.000000Z,1.90625,1.90625,1.9052734375,2116.0
2015-06-01T16:30:00.000000Z,1.90625,1.90625,1.9052734375,1608.0
2015-06-01T16:45:00.000000Z,1.90625,1.90625,1.90625,1263.0
2015-06-01T17:00:00.000000Z,1.908203125,1.908203125,1.9072265625,1565.0
2015-06-01T17:15:00.000000Z,1.90625,1.90625,1.90625,1332.0
2015-06-01T17:30:00.000000Z,1.90625,1.90625,1.90625,1436.0
2015-06-01T17:45:00.000000Z,1.90625,1.9072265625,1.90625,1407.0
2015-06-01T18:00:00.000000Z,1.90625,1.90625,1.9052734375,1432.0
2015-06-01T18:15:00.000000Z,1.9052734375,1.9052734375,1.9052734375,1757.0
2015-06-01T18:30:00.000000Z,1.90234375,1.90234375,1.90234375,1352.0
2015-06-01T18:45:00.000000Z,1.904296875,1.904296875,1.904296875,981.0
2015-06-01T19:00:00.000000Z,1.904296875,1.904296875,1.904296875,1460.0
2015-06-01T19:15:00.000000Z,1.904296875,1.904296875,1.904296875,1210.0
2015-06-01T19:30:00.000000Z,1.904296875,1.9052734375,1.904296875,1288.0
2015-06-01T19:45:00.000000Z,1.904296875,1.904296875,1.904296875,1059.0
2015-06-01T20:00:00.000000Z,1.904296875,1.9052734375,1.904296875,766.0
2015-06-01T20:15:00.000000Z,1.904296875,1.904296875,1.904296875,721.0
2015-06-01T20:30:00.000000Z,1.904296875,1.9052734375,1.904296875,942.0
2015-06-01T20:45:00.000000Z,1.904296875,1.904296875,1.9033203125,1089.0
2015-06-01T21:00:00.000000Z,1.9033203125,1.904296875,1.90234375,47.0
2015-06-01T21:15:00.000000Z,1.9033203125,1.904296875,1.90234375,35.0
2015-06-01T21:30:00.000000Z,1.904296875,1.904296875,1.9033203125,25.0
2015-06-01T21:45:00.000000Z,1.904296875,1.904296875,1.9033203125,137.0
2015-06-01T22:00:00.000000Z,1.904296875,1.9052734375,1.9033203125,718.0
2015-06-01T22:15:00.000000Z,1.904296875,1.904296875,1.9033203125,375.0
2015-06-01T22:30:00.000000Z,1.904296875,1.904296875,1.9033203125,482.0
2015-06-01T22:45:00.000000Z,1.904296875,1.904296875,1.9033203125,346.0
2015-06-01T23:00:00.000000Z,1.904296875,1.904296875,1.9033203125,236.0
2015-06-01T23:15:00.000000Z,1.904296875,1.904296875,1.9033203125,248.0
2015-06-01T23:30:00.000000Z,1.904296875,1.904296875,1.9033203125,599.0
2015-06-01T23:45:00.000000Z,1.904296875,1.904296875,1.9033203125,503.0
2015-06-02T00:00:00.000000Z,1.904296875,1.904296875,1.9033203125,345.0
2015-06-02T00:15:00.000000Z,1.904296875,1.904296875,1.904296875,416.0
2015-06-02T00:30:00.000000Z,1.904296875,1.9052734375,1.904296875,450.0
2015-06-02T00:45:00.000000Z,1.904296875,1.9052734375,1.904296875,751.0
2015-06-02T01:00:00.000000Z,1.904296875,1.904296875,1.904296875,541.0
2015-06-02T01:15:00.000000Z,1.904296875,1.904296875,1.904296875,412.0
2015-06-02T01:30:00.000000Z,1.904296875,1.904296875,1.904296875,603.0
2015-06-02T01:45:00.000000Z,1.904296875,1.9052734375,1.904296875,520.0
2015-06-02T02:00:00.000000Z,1.904296875,1.9052734375,1.904296875,527.0
2015-06-02T02:15:00.000000Z,1.904296875,1.904296875,1.904296875,790.0
2015-06-02T02:30:00.000000Z,1.904296875,1.904296875,1.904296875,550.0
2015-06-02T02:45:00.000000Z,1.904296875,1.904296875,1.904296875,358.0
